date,BTC_Reaper_Aggr_1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_2_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_3_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_4_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_5_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_6_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_7_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_8_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_9_BTCUSD.a_H1_OHLC,BitcoinReaper10_BTCUSD.a_H1_OHLC,BitcoinReaper1_BTCUSD.a_H1_OHLC,BitcoinReaper2_BTCUSD.a_H1_OHLC,BitcoinReaper3_BTCUSD.a_H1_OHLC,BitcoinReaper4_BTCUSD.a_H1_OHLC,BitcoinReaper5_BTCUSD.a_H1_OHLC,BitcoinReaper6_BTCUSD.a_H1_OHLC,BitcoinReaper7_BTCUSD.a_H1_OHLC,BitcoinReaper8_BTCUSD.a_H1_OHLC,BitcoinReaper9_BTCUSD.a_H1_OHLC,BitcoinScalpPro_BTCUSD.a_H1_OHLC,DAX_M15_a_DE40.a_M15_OHLC,DAX_M15_c_DE40.a_M15_OHLC,DAX_M15_f_DE40.a_M15_OHLC,DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,EURUSD_e_EURUSD.a_M15_OHLC,EURUSD_f_EURUSD.a_M15_OHLC,EURUSD_i_EURUSD.a_M15_OHLC,EURUSD_k_EURUSD.a_M15_OHLC,EURUSD_l_EURUSD.a_M15_OHLC,EURUSD_m_EURUSD.a_M15_OHLC,EURUSD_o_EURUSD.a_M15_OHLC,GOLDTRADEPROH4_b_XAUUSD.a_H4_OHLC,GOLDTRADEPRO_E_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_F_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_G_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_H_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_a_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_c_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_d_XAUUSD.a_Daily_OHLC,Gold_a_XAUUSD.a_Daily_OHLC,Gold_b_XAUUSD.a_Daily_OHLC,Gold_c_XAUUSD.a_Daily_OHLC,H1_B_BTCUSD.a_H1_OHLC,H1_C_BTCUSD.a_H1_OHLC,H1_E_BTCUSD.a_H1_OHLC,H1_F_BTCUSD.a_H1_OHLC,H1_H_BTCUSD.a_M15_OHLC,H1_J_BTCUSD.a_M15_OHLC,H1_M_BTCUSD.a_M15_OHLC,H1_O_BTCUSD.a_M15_OHLC,IND_US30_1_US30.a_Daily_OHLC,IND_US30_2_US30.a_Daily_OHLC,IND_US30_3_US30.a_Daily_OHLC,IND_US30_4_US30.a_Daily_OHLC,M5_C_XAUUSD.a_M5_OHLC,M5_E_XAUUSD.a_M5_OHLC,M5_G_XAUUSD.a_M5_OHLC,M5_H_XAUUSD.a_M5_OHLC,NAS_VOL_M15_A_USTEC.a_M15_OHLC,NAS_VOL_M15_B_USTEC.a_M15_OHLC,NAS_VOL_M15_C_USTEC.a_M15_OHLC,NAS_VOL_M15_D_USTEC.a_M15_OHLC,NAS_VOL_M15_E_USTEC.a_M15_OHLC,US100_1_USTEC.a_H1_OHLC,US100_2_USTEC.a_H1_OHLC,US100_3_USTEC.a_H1_OHLC,US100_4_USTEC.a_H1_OHLC,US30_1_US30.a_Daily_OHLC,US30_2_US30.a_Daily_OHLC,US30_3_US30.a_Daily_OHLC,US30_4_US30.a_Daily_OHLC,US30_M15_c_US30.a_M15_OHLC,US30_M15_f_US30.a_M15_OHLC,US30_M15_h_US30.a_M15_OHLC,US30_VOL_M15_a_US30.a_M15_OHLC,US30_VOL_M15_b_US30.a_M15_OHLC,US30_VOL_M15_c_US30.a_M15_OHLC,US30_VOL_M15_g_US30.a_M15_OHLC,US500_M15_a_US500.a_M15_OHLC,US500_M15_c_US500.a_M15_OHLC,US500_M15_d_US500.a_M15_OHLC,US500a_US500.a_H1_OHLC,US500b_US500.a_M15_OHLC,US500c_US500.a_M15_OHLC,US500d_US500.a_H1_OHLC,US500e_US500.a_Daily_OHLC,US500f_US500.a_Daily_OHLC,USTEC_M15_a_USTEC.a_M15_OHLC,USTEC_M15_e_USTEC.a_M15_OHLC,USTEC_M15_g_USTEC.a_M15_OHLC,VolUS500_a_US500.a_M15_OHLC,VolUS500_c_US500.a_M15_OHLC,VolUS500_g_US500.a_M15_OHLC,dailyA_XAUUSD.a_Daily_OHLC,dailyB_XAUUSD.a_Daily_OHLC,dailyC_XAUUSD.a_Daily_OHLC,dailyD_XAUUSD.a_Daily_OHLC,dailyE_XAUUSD.a_Daily_OHLC,dailyH_XAUUSD.a_Daily_OHLC,dailyI_XAUUSD.a_Daily_OHLC,dailyK_XAUUSD.a_Daily_OHLC,eurusd_H1_SL17_EURUSD.a_H1_OHLC,eurusd_H1_SL18_EURUSD.a_H1_OHLC,eurusd_H1_SL22_EURUSD.a_H1_OHLC,gbpusd_H1_GBPUSD.a_H1_OHLC,strategy1_Daily_XAUUSD.a_Daily_OHLC,strategy2_Daily_XAUUSD.a_Daily_OHLC,strategy3_Daily_XAUUSD.a_Daily_OHLC,strategy4_H4_XAUUSD.a_H4_OHLC,strategy5_H1_XAUUSD.a_H1_OHLC,strategy6_H1_XAUUSD.a_H1_OHLC,strategy7_H1_XAUUSD.a_H1_OHLC,strategy8_H1_XAUUSD.a_H1_OHLC,strategy9_H1_XAUUSD.a_H1_OHLC,usdjpy_H1_SL22_USDJPY.a_H1_OHLC,usdjpy_H1_SL30_USDJPY.a_H1_OHLC,usdjpy_H4_SL14_USDJPY.a_H4_OHLC,usdjpy_H4_SL17_USDJPY.a_H4_OHLC
2023-09-11,177.28,0.0,464.05,296.63,-158.66,216.64,145.25,-250.63,379.61,102.34,-887.16,0.0,739.91,-254.15,-359.12,173.16,-237.34,73.68,379.61,146.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1085.22,0.0,0.0,0.0,0.0,0.0,0.0,478.49,317.43,428.24,28.78,223.58,633.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.28,0.0,111.67,0.0,0.0,0.0,0.0,0.0,-194.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-305.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,60.42,191.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,174.0,8.18,85.15,-111.68
2023-09-12,642.53,1236.55,861.78,498.81,398.37,698.24,525.36,440.36,-380.18,357.2,642.53,1248.98,861.78,239.29,398.37,616.69,41.26,489.72,-380.18,510.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.73,0.0,0.0,0.0,0.0,432.82,271.68,383.12,85.19,-661.84,604.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-660.88,74.97,-497.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165.75,-174.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.74,-10.97,-14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.2,437.36,560.12,305.24,456.96,-9.98,0.0,0.0,0.0,0.0
2023-09-13,0.0,0.0,0.0,64.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,0.0,9.85,32.75,0.0,0.0,0.0,0.0,0.0,-178.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.05,0.0,0.0,0.0,0.0,1459.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.46,-111.46,0.0,319.45,-1071.56,0.0,19.57,0.0,0.0,0.0,0.0,0.0,-450.45,0.0,0.0,0.0,0.0,0.0,0.0,-230.53,-272.69,0.0,115.07,-199.13,-175.81,0.0,0.0,0.0,-37.12,-164.8,-176.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.96,0.0,0.0,0.0,0.0,0.0,0.0,385.92,0.0,0.0,0.0,0.0,33.85,0.0,0.0,-1.96,-30.92,0.0,0.0,-58.38,24.78
2023-09-14,-813.56,-6.4,-142.04,-159.16,-736.96,-824.65,37.98,-487.11,-1516.1,-269.55,-831.97,6.06,-299.52,191.16,-627.13,-713.52,-82.75,-196.89,-1516.1,-384.25,0.0,0.0,244.34,0.0,0.0,0.0,0.0,0.0,486.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.75,1215.0,0.0,1044.22,457.86,633.94,608.4,-267.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1274.9,-2155.65,0.0,-467.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-158.52,0.0,0.0,-193.2,0.0,148.03,0.0,16.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.66,0.0,0.0,124.91,0.0,4.03,0.0,-165.75,-174.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.36,267.65,716.03,193.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.62,-477.08,-368.68,-144.99,-85.67
2023-09-15,0.0,0.0,0.0,-245.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-292.48,0.0,-452.5,-391.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.02,0.0,60.01,0.0,0.0,32.46,43.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.58,-409.52,0.0,-253.52,0.0,0.0,0.0,0.0,0.0,0.0,260.66,74.5,33.28,-75.58,0.0,0.0,0.0,151.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.46,0.0,0.0,0.0,0.0,0.0,549.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.52,0.0,0.0,0.0,0.0,0.0,-119.68,-55.88,-73.08,268.53,469.38,68.1,66.22,4.72
2023-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-284.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,2.86,-187.46,408.98,212.49,397.31,-157.98,152.87,453.88,379.05,175.69,833.31,-187.46,408.98,574.22,397.31,433.91,296.5,710.58,379.05,250.32,-174.17,-118.18,-177.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.2,599.36,328.17,507.31,599.95,740.2,0.0,0.0,0.0,0.0,0.0,0.0,-223.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.08,0.0,-495.3,204.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-305.42,0.0,0.0,-64.93,-234.78,-62.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.86,0.0,94.53,45.05,45.7,0.0,0.0,0.0,0.0,0.0,-14.34,-108.46,-61.51,-109.48,-10.24,0.0,0.0,0.0,0.0
2023-09-19,0.0,0.0,32.06,-62.61,0.0,0.0,0.0,-276.41,0.0,-269.4,0.0,0.0,32.06,212.26,0.0,-264.03,-209.45,-232.53,0.0,-385.01,29.88,173.75,-267.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.77,-2.33,0.0,-81.36,0.0,0.0,499.45,0.0,635.08,305.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.74,207.71,74.48,100.95,206.16,499.45,0.0,635.08,305.14,0.0,0.0,0.0,0.0,0.0,354.17,0.0,0.0,0.0,0.0,428.96,0.0,0.0,124.66,0.0,51.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.11,248.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44,-18.26,-75.38,0.0,0.0,-7.57,0.0,0.0,-144.49,-28.86
2023-09-20,0.0,0.0,0.0,212.09,0.0,-201.29,0.0,-54.56,0.0,0.0,0.0,0.0,0.0,-149.12,0.0,-191.29,-726.97,-74.65,0.0,0.0,340.42,-82.93,170.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.5,0.0,0.0,616.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.4,0.0,31.74,0.0,0.0,-618.92,0.0,0.0,0.0,0.0,0.0,0.0,-400.25,0.0,0.0,-229.22,0.0,-130.98,0.0,0.0,337.97,337.97,1370.14,0.0,174.42,92.9,16.51,723.83,0.0,-400.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.48,0.0,0.0,0.0,-221.4,0.0,-848.66,0.0,-173.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.51,22.77,46.11,311.61,0.0,0.0,0.0,0.0,0.0,405.95,0.0,357.79,114.48,62.66,119.14,22.23,15.67,-69.43
2023-09-21,0.0,-64.18,0.0,-233.74,435.91,-395.02,0.0,-64.85,0.0,-193.42,0.0,-51.33,0.0,-218.78,435.91,-249.05,53.41,-95.34,0.0,-275.52,0.0,0.0,0.0,0.0,0.0,127.42,0.0,0.0,0.0,0.0,0.0,730.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29,274.09,0.0,0.0,0.0,0.0,98.94,-55.67,-139.55,-20.26,445.71,-325.65,0.0,-563.81,1614.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.94,-55.67,-139.55,-20.26,0.0,0.0,0.0,0.0,0.0,606.73,222.96,0.0,0.0,0.0,0.0,0.0,0.0,123.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,76.17,-12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56,52.56,38.43,84.59,61.73
2023-09-22,0.0,0.0,0.0,138.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,5.0,0.0,0.0,0.0,0.0,111.83,-27.35,-175.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-723.75,0.0,0.0,0.0,0.0,-706.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-546.14,0.0,0.0,0.0,0.0,0.0,0.0,354.35,0.0,0.0,0.0,0.0,0.0,112.3,0.0,0.0,0.0,-546.14,0.0,0.0,0.0,0.0,204.7,0.0,0.0,0.0,0.0,336.08,-230.56,-271.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173.59,0.0,0.0,1494.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-239.43,-189.21,-605.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0
2023-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-583.2,0.0,0.0,0.0,0.0,0.0,-285.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-25,0.0,0.0,0.0,-182.19,0.0,162.93,262.92,-86.71,0.0,-199.94,0.0,0.0,0.0,-63.08,0.0,-189.59,20.22,-639.25,0.0,-284.87,0.0,0.0,-145.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,8.92,22.22,80.33,143.74,441.85,0.0,0.0,259.03,996.04,0.0,0.0,0.0,0.0,0.0,0.0,-332.56,-336.96,-606.8,-379.7,161.52,0.0,16.66,3.04,0.0,259.03,996.04,0.0,439.92,0.0,0.0,0.0,0.0,0.0,0.0,-230.36,0.0,-299.64,0.0,-200.05,-175.8,0.0,0.0,0.0,0.0,-166.46,-352.56,0.0,0.0,-161.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97,32.33,81.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,157.11,8.73,-60.0,-102.54
2023-09-26,0.0,0.0,0.0,-142.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.83,0.0,4.99,-104.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.97,0.0,0.0,606.12,0.0,-16.13,0.0,-80.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.89,0.0,0.0,0.0,0.0,0.0,0.0,78.62,74.34,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.42,0.0,0.0,0.0,0.0,767.14,1044.86,848.05,171.17,732.73,155.5,150.24,0.0,0.0,0.0,0.0,270.22,0.0,0.0,0.0,-96.43,0.0,0.0,-128.36,2865.91,213.72,412.15,0.0,7.59,7.95,23.54,0.0,0.0,0.0,0.0,0.0,6.39,86.46,23.98,-39.96,68.94,0.0,0.0,0.0,0.0
2023-09-27,198.36,21.71,-60.57,183.58,674.46,0.0,117.7,-217.93,379.74,-66.12,807.01,-187.15,-99.79,249.8,437.71,303.45,819.52,-283.36,379.74,-93.45,0.0,0.0,-148.82,0.0,92.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.59,0.0,0.0,630.86,0.0,0.0,0.0,0.0,2180.61,1985.45,1576.87,1984.71,0.0,2865.67,2234.25,752.97,0.0,-280.79,1295.13,0.0,171.43,-233.93,294.52,93.29,769.43,-320.52,0.0,0.0,0.0,0.0,0.0,864.35,705.51,822.16,0.0,254.26,0.0,0.0,0.0,0.0,26.04,0.0,173.66,0.0,0.0,0.0,0.0,0.0,613.03,210.6,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.54,-165.02,0.0,0.0,0.0,-199.7,-27.08,-17.23,134.09,-34.19,0.0,-32.5,410.43,1055.69,0.0,0.0,0.0,0.0,0.0,1817.23,3712.55,0.0,0.0,0.0,44.61,21.02,285.06,45.54,8.09,83.48,-19.9
2023-09-28,-815.55,0.0,3.09,-330.21,399.91,0.0,0.0,-227.81,0.0,199.45,-55.79,0.0,-12.64,-495.7,399.91,364.74,507.48,116.66,0.0,285.18,0.0,0.0,-173.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.42,370.19,219.16,148.89,-624.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.44,0.0,660.35,0.0,0.0,0.0,0.0,0.0,-452.45,-540.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.35,0.0,0.0,0.0,0.0,0.0,-795.31,-165.1,-174.78,0.0,45.24,175.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.72,0.0,0.0,0.0,0.0,1302.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.54,0.0,0.0,0.0,0.0
2023-09-29,0.0,0.0,0.0,-52.15,0.0,349.84,263.28,0.0,0.0,0.0,0.0,0.0,0.0,54.51,0.0,349.84,33.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5053.82,0.0,0.0,0.0,3859.16,0.0,0.0,0.0,0.0,0.0,0.0,34.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-662.32,0.0,16.59,208.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,23.85,31.85,0.0,0.0,0.0,0.0,2138.04,154.07,0.0,0.0,456.28,-43.28,0.0,0.0,83.59,130.46
2023-10-02,0.0,402.04,1019.18,477.62,0.0,380.23,170.93,237.93,379.7,397.16,0.0,414.53,1019.18,839.98,0.0,788.62,500.0,245.23,379.7,569.58,0.0,0.0,-176.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.37,68.37,74.83,206.81,466.03,934.33,0.0,0.0,0.0,-179.1,-23.59,0.0,0.0,0.0,0.0,0.0,-335.28,-335.28,0.0,-370.05,0.0,0.0,0.0,0.0,0.0,0.0,-179.1,-23.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-306.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-231.84,14.84,210.51,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.56,247.18,44.66,166.44,14.21
