date,BTC_Reaper_Aggr_1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_2_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_3_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_4_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_5_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_6_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_7_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_8_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_9_BTCUSD.a_H1_OHLC,BitcoinReaper10_BTCUSD.a_H1_OHLC,BitcoinReaper1_BTCUSD.a_H1_OHLC,BitcoinReaper2_BTCUSD.a_H1_OHLC,BitcoinReaper3_BTCUSD.a_H1_OHLC,BitcoinReaper4_BTCUSD.a_H1_OHLC,BitcoinReaper5_BTCUSD.a_H1_OHLC,BitcoinReaper6_BTCUSD.a_H1_OHLC,BitcoinReaper7_BTCUSD.a_H1_OHLC,BitcoinReaper8_BTCUSD.a_H1_OHLC,BitcoinReaper9_BTCUSD.a_H1_OHLC,BitcoinScalpPro_BTCUSD.a_H1_OHLC,DAX_M15_a_DE40.a_M15_OHLC,DAX_M15_c_DE40.a_M15_OHLC,DAX_M15_f_DE40.a_M15_OHLC,DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,EURUSD_e_EURUSD.a_M15_OHLC,EURUSD_f_EURUSD.a_M15_OHLC,EURUSD_i_EURUSD.a_M15_OHLC,EURUSD_k_EURUSD.a_M15_OHLC,EURUSD_l_EURUSD.a_M15_OHLC,EURUSD_m_EURUSD.a_M15_OHLC,EURUSD_o_EURUSD.a_M15_OHLC,GOLDTRADEPROH4_b_XAUUSD.a_H4_OHLC,GOLDTRADEPRO_E_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_F_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_G_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_H_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_a_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_c_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_d_XAUUSD.a_Daily_OHLC,Gold_a_XAUUSD.a_Daily_OHLC,Gold_b_XAUUSD.a_Daily_OHLC,Gold_c_XAUUSD.a_Daily_OHLC,H1_B_BTCUSD.a_H1_OHLC,H1_C_BTCUSD.a_H1_OHLC,H1_E_BTCUSD.a_H1_OHLC,H1_F_BTCUSD.a_H1_OHLC,H1_H_BTCUSD.a_M15_OHLC,H1_J_BTCUSD.a_M15_OHLC,H1_M_BTCUSD.a_M15_OHLC,H1_O_BTCUSD.a_M15_OHLC,IND_US30_1_US30.a_Daily_OHLC,IND_US30_2_US30.a_Daily_OHLC,IND_US30_3_US30.a_Daily_OHLC,IND_US30_4_US30.a_Daily_OHLC,M5_C_XAUUSD.a_M5_OHLC,M5_E_XAUUSD.a_M5_OHLC,M5_G_XAUUSD.a_M5_OHLC,M5_H_XAUUSD.a_M5_OHLC,NAS_VOL_M15_A_USTEC.a_M15_OHLC,NAS_VOL_M15_B_USTEC.a_M15_OHLC,NAS_VOL_M15_C_USTEC.a_M15_OHLC,NAS_VOL_M15_D_USTEC.a_M15_OHLC,NAS_VOL_M15_E_USTEC.a_M15_OHLC,US100_1_USTEC.a_H1_OHLC,US100_2_USTEC.a_H1_OHLC,US100_3_USTEC.a_H1_OHLC,US100_4_USTEC.a_H1_OHLC,US30_1_US30.a_Daily_OHLC,US30_2_US30.a_Daily_OHLC,US30_3_US30.a_Daily_OHLC,US30_4_US30.a_Daily_OHLC,US30_M15_c_US30.a_M15_OHLC,US30_M15_f_US30.a_M15_OHLC,US30_M15_h_US30.a_M15_OHLC,US30_VOL_M15_a_US30.a_M15_OHLC,US30_VOL_M15_b_US30.a_M15_OHLC,US30_VOL_M15_c_US30.a_M15_OHLC,US30_VOL_M15_g_US30.a_M15_OHLC,US500_M15_a_US500.a_M15_OHLC,US500_M15_c_US500.a_M15_OHLC,US500_M15_d_US500.a_M15_OHLC,US500a_US500.a_H1_OHLC,US500b_US500.a_M15_OHLC,US500c_US500.a_M15_OHLC,US500d_US500.a_H1_OHLC,US500e_US500.a_Daily_OHLC,US500f_US500.a_Daily_OHLC,USTEC_M15_a_USTEC.a_M15_OHLC,USTEC_M15_e_USTEC.a_M15_OHLC,USTEC_M15_g_USTEC.a_M15_OHLC,VolUS500_a_US500.a_M15_OHLC,VolUS500_c_US500.a_M15_OHLC,VolUS500_g_US500.a_M15_OHLC,dailyA_XAUUSD.a_Daily_OHLC,dailyB_XAUUSD.a_Daily_OHLC,dailyC_XAUUSD.a_Daily_OHLC,dailyD_XAUUSD.a_Daily_OHLC,dailyE_XAUUSD.a_Daily_OHLC,dailyH_XAUUSD.a_Daily_OHLC,dailyI_XAUUSD.a_Daily_OHLC,dailyK_XAUUSD.a_Daily_OHLC,eurusd_H1_SL17_EURUSD.a_H1_OHLC,eurusd_H1_SL18_EURUSD.a_H1_OHLC,eurusd_H1_SL22_EURUSD.a_H1_OHLC,gbpusd_H1_GBPUSD.a_H1_OHLC,strategy1_Daily_XAUUSD.a_Daily_OHLC,strategy2_Daily_XAUUSD.a_Daily_OHLC,strategy3_Daily_XAUUSD.a_Daily_OHLC,strategy4_H4_XAUUSD.a_H4_OHLC,strategy5_H1_XAUUSD.a_H1_OHLC,strategy6_H1_XAUUSD.a_H1_OHLC,strategy7_H1_XAUUSD.a_H1_OHLC,strategy8_H1_XAUUSD.a_H1_OHLC,strategy9_H1_XAUUSD.a_H1_OHLC,usdjpy_H1_SL22_USDJPY.a_H1_OHLC,usdjpy_H1_SL30_USDJPY.a_H1_OHLC,usdjpy_H4_SL14_USDJPY.a_H4_OHLC,usdjpy_H4_SL17_USDJPY.a_H4_OHLC
2020-07-30,0.0,0.0,0.0,22.78,0.0,0.0,126.36,-48.46,0.0,-37.26,0.0,0.0,0.0,396.51,0.0,202.22,108.6,-14.85,0.0,-53.19,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0.0,0.0,0.0,0.0,4463.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-826.22,-248.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,74.59,-978.56,-120.59,0.0,-826.22,-248.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.39,0.0,0.0,-634.16,0.0,0.0,0.0,-165.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,46.11,48.47,78.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,57.58,0.0,121.23,0.0
2020-07-31,0.0,0.0,0.0,69.61,0.0,0.0,0.0,-151.97,0.0,-147.47,0.0,0.0,0.0,10.53,0.0,4.97,67.44,-102.43,0.0,-238.14,0.0,0.0,47.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.53,-292.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-397.68,0.0,-834.77,-470.23,-597.55,-1085.36,0.0,-142.49,-552.3,-716.94,-935.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.63,-3.58,-3.58,-83.55,3.99,0.0,0.0,0.0,-843.87,0.0,0.0,0.0,0.0,515.04,709.23,669.79,0.0,0.0,0.0,0.0,768.13,1043.33,849.15,265.17,732.56,303.75,122.66,0.0,0.0,559.06,830.03,364.33,0.0,0.0,-346.52,-1115.54,0.0,-182.83,0.0,-1005.87,-375.87,0.0,-491.76,0.0,0.0,0.0,0.0,0.0,0.0,-862.03,-407.25,34.5,26.87,-412.55,-3.86,5.82,436.17,292.91,429.66,175.05
2020-08-03,137.78,0.0,72.4,214.72,0.0,-152.95,147.77,-127.58,0.0,-103.7,75.7,0.0,59.14,-360.65,0.0,84.94,-154.94,-82.44,0.0,-148.03,0.0,0.0,-193.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.14,0.0,0.0,0.0,0.0,0.0,-99.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.88,74.8,16.56,388.09,0.0,0.0,0.0,-99.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.66,0.0,0.0,124.6,0.0,-166.53,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-483.21,0.0,200.79,152.64,415.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,62.37,0.46,213.4,174.41
2020-08-04,0.0,0.0,0.0,332.14,0.0,-269.44,135.74,0.0,0.0,0.0,0.0,0.0,0.0,302.64,0.0,-269.44,296.33,0.0,0.0,0.0,102.58,25.0,357.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,92.93,0.0,-235.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.57,0.0,0.0,0.0,0.0,92.93,0.0,-235.98,0.0,0.0,483.35,-328.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.92,0.0,0.0,0.0,0.0,34.5,281.86,802.63,-1.93,79.71,59.84,69.47,119.93,11.09
2020-08-05,101.13,25.3,86.75,196.7,798.85,349.54,123.28,237.66,379.89,199.3,101.13,36.6,86.75,842.67,798.85,359.48,67.42,237.66,379.89,285.25,688.55,36.16,263.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.8,340.3,15.96,242.7,0.0,0.0,99.51,0.0,-248.53,-99.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51,0.0,-248.53,-99.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.9,970.28,768.25,0.0,678.14,656.74,0.0,222.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,6.89,189.74,86.4,0.0,0.0,0.0,1892.86,0.0,0.0,0.0,0.0,7.77,60.03,0.52,120.33,-42.75
2020-08-06,0.0,0.0,90.12,-95.4,0.0,208.34,155.45,-9.29,0.0,0.72,0.0,0.0,90.12,140.3,0.0,407.24,-31.22,49.05,0.0,1.03,0.0,0.0,-197.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.75,-68.42,242.54,307.66,0.0,0.0,0.0,0.0,0.0,481.31,481.31,0.0,0.0,-575.87,-474.12,-998.1,-309.09,251.75,-68.42,242.54,307.66,0.0,0.0,-332.88,0.0,0.0,0.0,0.0,-230.03,-272.33,-299.43,0.0,-199.62,-175.83,0.0,0.0,0.0,0.0,0.0,-175.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,91.16,401.64,161.28,0.0,0.0,0.0,0.0,403.39,0.0,0.0,0.0,69.48,-605.19,-495.0,-200.22,-40.09
2020-08-07,0.0,0.0,0.0,-181.3,-244.88,0.0,123.63,-66.09,0.0,-199.97,0.0,0.0,0.0,-35.37,-175.76,-259.75,150.54,115.63,0.0,-285.56,0.0,0.0,-218.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.29,0.0,0.0,331.56,0.0,72.91,86.94,16.65,-268.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,29.15,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,0.0,0.0,239.72,-150.17
2020-08-10,-30.11,0.0,-55.13,185.92,0.0,0.0,0.0,238.15,0.0,199.97,-30.11,0.0,509.68,86.76,0.0,5.01,296.29,238.15,0.0,285.56,0.0,0.0,146.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-877.2,-450.4,-877.2,254.36,415.77,-285.58,663.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.76,11.24,11.24,-68.37,175.03,482.46,0.0,660.79,0.0,0.0,0.0,0.0,0.0,0.0,378.95,654.12,0.0,0.0,0.0,0.0,-230.48,-272.69,-299.49,0.0,-199.66,-176.21,0.0,0.0,0.0,557.54,825.97,732.11,0.0,0.0,-161.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,6.89,40.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-525.39,136.33,119.5,39.55
2020-08-11,452.01,0.0,0.0,239.15,-47.29,244.39,207.89,0.0,0.0,-1.14,452.01,0.0,0.0,204.45,89.84,-10.27,275.35,0.0,0.0,0.0,685.09,1009.09,1125.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-364.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1212.08,-891.66,-624.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-629.88,74.64,-479.27,210.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.48,0.0,0.0,0.0,0.0,68.42,434.78,1108.87,-167.18,4.89,165.8,12.21,-79.9,83.49
2020-08-12,0.0,0.0,0.0,218.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.45,0.0,0.0,33.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.24,78.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.04,-473.72,39.78,-26.21,0.0,0.0,0.0,0.0,0.0,-541.44,-333.18,0.0,0.0,0.0,0.0,0.0,275.67,848.74,-41.28,0.0,215.63,-92.94,0.0,0.0,558.43,830.97,729.41,0.0,0.0,-297.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.1,137.8,285.3,72.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.64,0.0,0.0,-5.15,-32.23
2020-08-13,0.0,0.0,0.0,129.99,0.0,0.0,0.0,-85.01,0.0,-78.98,0.0,0.0,0.0,422.4,0.0,9.74,31.86,-82.17,0.0,-112.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.09,0.0,16.56,0.0,0.0,0.0,0.0,0.0,0.0,201.06,-333.18,0.0,0.0,0.0,0.0,-239.27,0.0,0.0,0.0,34.87,-175.95,-70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,6.89,253.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,41.55,12.07,0.0,-42.24
2020-08-14,0.0,0.0,0.0,71.2,0.0,0.0,3.08,-22.26,0.0,-30.07,0.0,0.0,0.0,-24.39,0.0,208.19,148.48,28.95,0.0,-241.71,0.0,0.0,215.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.44,0.0,16.47,0.0,0.0,0.0,0.0,0.0,581.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-305.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,41.79,12.14,-66.97,12.34
2020-08-17,0.0,0.0,115.83,512.39,0.0,-269.8,263.44,484.64,379.67,399.06,0.0,0.0,115.83,-198.48,0.0,-97.81,54.06,492.36,379.67,569.88,87.69,321.4,-113.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.4,465.4,698.4,310.87,197.08,310.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.39,75.04,111.34,211.36,0.0,0.0,0.0,0.0,0.0,272.93,100.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,43.99,42.93,0.0,0.0,0.0,0.0,0.0,33.9,278.42,792.41,458.42,121.41,0.0,0.0,119.24,-38.35
2020-08-18,0.0,0.0,0.0,35.02,0.0,-169.01,-242.68,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,-126.81,-285.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71,0.0,0.0,0.0,0.0,321.24,0.0,0.0,0.0,145.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,231.5,161.8,108.94,-126.13,-624.41,0.0,0.0,0.0,0.0,-97.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.71,471.62,0.0,0.0,0.0,0.0,0.0,0.0,-230.51,-272.3,0.0,-242.3,0.0,-175.91,-50.85,0.0,8.58,0.0,0.0,0.0,0.0,0.0,-161.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.04,0.0,0.0,0.0,1863.63,0.0,0.0,0.0,0.0,18.9,77.64,12.29,0.0,0.0
2020-08-19,0.0,0.0,0.0,75.23,-869.44,0.0,0.0,-95.79,0.0,-159.36,0.0,0.0,0.0,-125.78,-800.27,359.19,296.64,-174.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.73,40.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.34,26.87,14.43,-1.93,171.69,0.0,0.0,240.61,69.49
2020-08-20,0.0,0.0,0.0,-132.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.84,0.0,4.98,33.71,0.0,0.0,0.0,0.0,0.0,-17.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.34,149.6,176.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.73,0.0,0.0,124.41,0.0,65.27,554.9,483.2,732.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.61,0.0,0.0,36.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.28,0.0,0.0,0.0,0.0
2020-08-21,0.0,0.0,0.0,-273.5,-174.33,0.0,-36.9,0.0,0.0,0.0,0.0,0.0,0.0,-198.7,-238.1,9.96,-52.56,0.0,0.0,0.0,0.0,0.0,-85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.91,-445.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.31,0.0,0.0,0.0,0.0,0.0,409.88,0.0,0.0,603.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-281.37,-59.5,0.0,0.0,-174.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,9.54,49.85,159.36,0.0,0.0,0.0,187.62,406.8,281.38,793.65,905.8,196.77,0.0,0.0,0.0,0.0
2020-08-24,0.0,0.0,0.0,-133.21,0.0,0.0,-95.36,0.0,0.0,-199.74,0.0,0.0,0.0,-168.25,0.0,9.96,-290.02,0.0,0.0,-285.01,688.66,557.69,1131.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,0.0,0.0,0.0,0.0,1044.94,0.0,191.67,280.18,0.0,0.0,0.0,0.0,1498.15,1534.67,1811.73,1217.99,0.0,0.0,0.0,0.0,0.0,1044.94,0.0,191.67,280.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.6,829.09,611.92,-154.58,574.3,565.12,65.58,128.18,0.0,0.0,0.0,96.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.08,0.0,0.0,0.0,0.0,0.0,27.06,13.69,-1.93,14.52,0.0,0.0,0.0,0.0
2020-08-25,16.48,-35.1,-98.41,179.08,-351.32,0.0,0.0,-421.62,379.8,166.93,-46.39,-39.1,-98.41,115.69,798.57,175.99,281.46,-384.72,379.8,238.19,0.0,0.0,-152.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9,223.9,116.5,0.0,-188.44,320.74,0.0,0.0,614.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.22,0.0,0.0,570.72,433.36,315.0,357.0,129.22,157.68,125.06,-230.52,-272.68,-299.88,0.0,-199.92,-176.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.22,133.9,388.94,238.76,198.8
