entity,type,indicator,fill_trust,state,days,total_pnl,avg_daily,sharpe,pnl_share_pct
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,DXY,medium,strong dollar,990,80971.73,81.79,3.15,61.9
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,DXY,medium,weak dollar,891,49918.96,56.03,2.24,38.1
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bear,379,45578.46,120.26,4.17,35.9
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bull,1399,81315.04,58.12,2.39,64.1
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold downtrend,441,33130.0,75.12,2.72,26.1
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold uptrend,1337,93763.5,70.13,2.85,73.9
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bear,788,50055.42,63.52,2.32,38.7
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bull,1053,79173.66,75.19,3.14,61.3
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates falling,716,54376.6,75.94,3.1,41.5
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates rising,1165,76514.09,65.68,2.51,58.5
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil downtrend,928,72787.53,78.43,2.97,57.4
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil uptrend,850,54105.97,63.65,2.63,42.6
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,VIX,medium,calm,406,19431.04,47.86,1.91,14.2
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,VIX,medium,normal,1206,81810.09,67.84,2.71,59.8
Indicement_US100_1_H1_USTEC.a_H1_OHLC,ea,VIX,medium,stressed,370,35509.99,95.97,3.37,26.0
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,DXY,medium,strong dollar,990,22486.28,22.71,1.85,43.7
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,DXY,medium,weak dollar,891,28945.34,32.49,2.57,56.3
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bear,379,10706.21,28.25,2.3,22.6
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bull,1399,36686.11,26.22,2.11,77.4
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold downtrend,441,16169.35,36.67,2.55,34.1
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold uptrend,1337,31222.97,23.35,2.0,65.9
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bear,788,18822.58,23.89,1.91,37.3
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bull,1053,31608.16,30.02,2.41,62.7
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates falling,716,18540.68,25.89,2.09,36.0
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates rising,1165,32890.94,28.23,2.25,64.0
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil downtrend,928,30165.52,32.51,2.47,63.7
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil uptrend,850,17226.8,20.27,1.77,36.3
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,VIX,medium,calm,406,15454.94,38.07,3.14,27.8
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,VIX,medium,normal,1206,36078.44,29.92,2.36,65.0
Indicement_US100_2_H1_USTEC.a_H1_OHLC,ea,VIX,medium,stressed,370,3967.24,10.72,0.88,7.1
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,DXY,medium,strong dollar,990,51272.25,51.79,2.81,65.5
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,DXY,medium,weak dollar,891,27011.36,30.32,1.69,34.5
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bear,379,24582.17,64.86,3.17,33.8
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bull,1399,48189.17,34.45,1.98,66.2
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold downtrend,441,26381.01,59.82,2.95,36.3
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold uptrend,1337,46390.33,34.7,2.01,63.7
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bear,788,28944.51,36.73,1.92,38.7
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bull,1053,45840.25,43.53,2.52,61.3
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates falling,716,26868.56,37.53,2.07,34.3
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates rising,1165,51415.05,44.13,2.42,65.7
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil downtrend,928,34482.49,37.16,1.99,47.4
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil uptrend,850,38288.85,45.05,2.59,52.6
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,VIX,medium,calm,406,13786.3,33.96,2.03,17.1
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,VIX,medium,normal,1206,39920.23,33.1,1.89,49.6
Indicement_US100_3_H1_USTEC.a_H1_OHLC,ea,VIX,medium,stressed,370,26757.6,72.32,3.4,33.3
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,DXY,medium,strong dollar,990,32816.3,33.15,2.07,63.9
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,DXY,medium,weak dollar,891,18557.22,20.83,1.3,36.1
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bear,379,3526.69,9.31,0.57,8.2
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,SP500,medium,stocks bull,1399,39475.2,28.22,1.79,91.8
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold downtrend,441,10751.1,24.38,1.62,25.0
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,GOLD,medium,gold uptrend,1337,32250.79,24.12,1.49,75.0
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bear,788,17239.25,21.88,1.4,34.0
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,BTC,medium,crypto bull,1053,33432.44,31.75,1.94,66.0
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates falling,716,21526.67,30.07,1.91,41.9
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,US10Y,medium,rates rising,1165,29846.85,25.62,1.58,58.1
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil downtrend,928,21668.14,23.35,1.44,50.4
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,OIL,medium,oil uptrend,850,21333.75,25.1,1.62,49.6
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,VIX,medium,calm,406,16695.24,41.12,2.78,29.5
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,VIX,medium,normal,1206,30540.19,25.32,1.65,54.0
Indicement_US100_4_H1_USTEC.a_H1_OHLC,ea,VIX,medium,stressed,370,9305.7,25.15,1.27,16.5
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,DXY,high,strong dollar,986,15864.96,16.09,1.38,56.2
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,DXY,high,weak dollar,889,12382.63,13.93,1.19,43.8
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bear,379,8634.06,22.78,2.15,32.4
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bull,1393,17989.39,12.91,1.08,67.6
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold downtrend,436,4664.44,10.7,0.9,17.5
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold uptrend,1336,21959.01,16.44,1.41,82.5
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bear,782,8714.32,11.14,0.96,31.3
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bull,1053,19083.65,18.12,1.57,68.7
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates falling,716,7612.42,10.63,0.93,26.9
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates rising,1159,20635.17,17.8,1.5,73.1
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil downtrend,927,15388.45,16.6,1.43,57.8
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil uptrend,845,11235.0,13.3,1.13,42.2
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,VIX,high,calm,404,4132.67,10.23,1.21,13.5
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,VIX,high,normal,1202,14522.81,12.08,1.0,47.6
Indicement_US30_1_Daily_US30.a_Daily_OHLC,ea,VIX,high,stressed,370,11857.11,32.05,2.48,38.9
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,DXY,high,strong dollar,986,10938.04,11.09,1.22,61.0
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,DXY,high,weak dollar,889,6999.55,7.87,0.71,39.0
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bear,379,7812.02,20.61,2.09,43.6
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bull,1393,10111.13,7.26,0.7,56.4
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold downtrend,436,7343.41,16.84,1.32,41.0
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold uptrend,1336,10579.74,7.92,0.85,59.0
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bear,782,9110.99,11.65,1.03,50.7
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bull,1053,8846.2,8.4,0.92,49.3
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates falling,716,5988.46,8.36,0.9,33.4
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates rising,1159,11949.13,10.31,0.97,66.6
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil downtrend,927,10481.52,11.31,1.1,58.5
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil uptrend,845,7441.63,8.81,0.85,41.5
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,VIX,high,calm,404,-2403.9,-5.95,-0.82,-13.2
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,VIX,high,normal,1202,5271.74,4.39,0.5,28.9
Indicement_US30_2_Daily_US30.a_Daily_OHLC,ea,VIX,high,stressed,370,15359.88,41.51,2.77,84.3
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,DXY,high,strong dollar,986,13413.72,13.6,1.18,52.9
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,DXY,high,weak dollar,889,11950.21,13.44,1.03,47.1
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bear,379,5818.68,15.35,1.4,25.9
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bull,1393,16628.66,11.94,0.95,74.1
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold downtrend,436,4364.56,10.01,0.89,19.4
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold uptrend,1336,18082.78,13.54,1.08,80.6
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bear,782,7982.55,10.21,0.79,33.3
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bull,1053,15996.75,15.19,1.31,66.7
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates falling,716,6425.58,8.97,0.87,25.3
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates rising,1159,18938.35,16.34,1.23,74.7
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil downtrend,927,19064.81,20.57,1.58,84.9
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil uptrend,845,3382.53,4.0,0.36,15.1
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,VIX,high,calm,404,6764.86,16.74,1.9,26.5
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,VIX,high,normal,1202,8386.07,6.98,0.53,32.9
Indicement_US30_3_Daily_US30.a_Daily_OHLC,ea,VIX,high,stressed,370,10360.62,28.0,2.36,40.6
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,DXY,high,strong dollar,990,10488.95,10.59,1.33,71.8
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,DXY,high,weak dollar,891,4126.28,4.63,0.62,28.2
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bear,379,5836.59,15.4,1.9,49.3
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,SP500,high,stocks bull,1399,6001.1,4.29,0.58,50.7
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold downtrend,441,5366.06,12.17,1.56,45.3
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,GOLD,high,gold uptrend,1337,6471.63,4.84,0.65,54.7
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bear,788,5852.97,7.43,0.99,40.9
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,BTC,high,crypto bull,1053,8440.4,8.02,1.0,59.1
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates falling,716,6875.27,9.6,1.23,47.0
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,US10Y,high,rates rising,1165,7739.96,6.64,0.86,53.0
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil downtrend,928,9065.05,9.77,1.27,76.6
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,OIL,high,oil uptrend,850,2772.64,3.26,0.44,23.4
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,VIX,high,calm,406,4944.32,12.18,1.65,36.1
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,VIX,high,normal,1206,2426.06,2.01,0.26,17.7
Indicement_US30_4_Daily_US30.a_Daily_OHLC,ea,VIX,high,stressed,370,6332.03,17.11,2.18,46.2
Indicement_US500a_H1_US500.a_H1_OHLC,ea,DXY,medium,strong dollar,989,40008.35,40.45,2.67,58.2
Indicement_US500a_H1_US500.a_H1_OHLC,ea,DXY,medium,weak dollar,891,28778.47,32.3,2.29,41.8
Indicement_US500a_H1_US500.a_H1_OHLC,ea,SP500,medium,stocks bear,379,25390.51,66.99,4.03,40.0
Indicement_US500a_H1_US500.a_H1_OHLC,ea,SP500,medium,stocks bull,1398,38051.75,27.22,1.97,60.0
Indicement_US500a_H1_US500.a_H1_OHLC,ea,GOLD,medium,gold downtrend,441,19305.34,43.78,2.95,30.4
Indicement_US500a_H1_US500.a_H1_OHLC,ea,GOLD,medium,gold uptrend,1336,44136.92,33.04,2.3,69.6
Indicement_US500a_H1_US500.a_H1_OHLC,ea,BTC,medium,crypto bear,787,25707.12,32.66,2.21,37.9
Indicement_US500a_H1_US500.a_H1_OHLC,ea,BTC,medium,crypto bull,1053,42045.4,39.93,2.73,62.1
Indicement_US500a_H1_US500.a_H1_OHLC,ea,US10Y,medium,rates falling,716,26778.16,37.4,2.39,38.9
Indicement_US500a_H1_US500.a_H1_OHLC,ea,US10Y,medium,rates rising,1164,42008.66,36.09,2.57,61.1
Indicement_US500a_H1_US500.a_H1_OHLC,ea,OIL,medium,oil downtrend,928,35140.62,37.87,2.42,55.4
Indicement_US500a_H1_US500.a_H1_OHLC,ea,OIL,medium,oil uptrend,849,28301.64,33.34,2.54,44.6
Indicement_US500a_H1_US500.a_H1_OHLC,ea,VIX,medium,calm,405,11718.64,28.93,2.21,16.4
Indicement_US500a_H1_US500.a_H1_OHLC,ea,VIX,medium,normal,1206,36970.62,30.66,2.1,51.6
Indicement_US500a_H1_US500.a_H1_OHLC,ea,VIX,medium,stressed,370,22932.03,61.98,3.52,32.0
Indicement_US500b_M15_US500.a_M15_OHLC,ea,DXY,medium,strong dollar,990,22436.85,22.66,1.62,66.5
Indicement_US500b_M15_US500.a_M15_OHLC,ea,DXY,medium,weak dollar,891,11318.77,12.7,1.05,33.5
Indicement_US500b_M15_US500.a_M15_OHLC,ea,SP500,medium,stocks bear,379,13386.08,35.32,2.19,41.1
Indicement_US500b_M15_US500.a_M15_OHLC,ea,SP500,medium,stocks bull,1399,19184.1,13.71,1.11,58.9
Indicement_US500b_M15_US500.a_M15_OHLC,ea,GOLD,medium,gold downtrend,441,14883.05,33.75,2.22,45.7
Indicement_US500b_M15_US500.a_M15_OHLC,ea,GOLD,medium,gold uptrend,1337,17687.13,13.23,1.06,54.3
Indicement_US500b_M15_US500.a_M15_OHLC,ea,BTC,medium,crypto bear,788,15544.32,19.73,1.41,47.4
Indicement_US500b_M15_US500.a_M15_OHLC,ea,BTC,medium,crypto bull,1053,17273.45,16.4,1.31,52.6
Indicement_US500b_M15_US500.a_M15_OHLC,ea,US10Y,medium,rates falling,716,10979.88,15.34,1.2,32.5
Indicement_US500b_M15_US500.a_M15_OHLC,ea,US10Y,medium,rates rising,1165,22775.74,19.55,1.46,67.5
Indicement_US500b_M15_US500.a_M15_OHLC,ea,OIL,medium,oil downtrend,928,10558.92,11.38,0.89,32.4
Indicement_US500b_M15_US500.a_M15_OHLC,ea,OIL,medium,oil uptrend,850,22011.26,25.9,1.88,67.6
Indicement_US500b_M15_US500.a_M15_OHLC,ea,VIX,medium,calm,406,5149.87,12.68,1.11,13.2
Indicement_US500b_M15_US500.a_M15_OHLC,ea,VIX,medium,normal,1206,23760.07,19.7,1.49,61.1
Indicement_US500b_M15_US500.a_M15_OHLC,ea,VIX,medium,stressed,370,9985.53,26.99,1.77,25.7
Indicement_US500c_M15_US500.a_M15_OHLC,ea,DXY,medium,strong dollar,980,19051.85,19.44,1.7,70.9
Indicement_US500c_M15_US500.a_M15_OHLC,ea,DXY,medium,weak dollar,889,7825.76,8.8,0.88,29.1
Indicement_US500c_M15_US500.a_M15_OHLC,ea,SP500,medium,stocks bear,379,9686.88,25.56,1.91,37.5
Indicement_US500c_M15_US500.a_M15_OHLC,ea,SP500,medium,stocks bull,1387,16113.58,11.62,1.16,62.5
Indicement_US500c_M15_US500.a_M15_OHLC,ea,GOLD,medium,gold downtrend,430,12312.31,28.63,2.21,47.7
Indicement_US500c_M15_US500.a_M15_OHLC,ea,GOLD,medium,gold uptrend,1336,13488.15,10.1,1.01,52.3
Indicement_US500c_M15_US500.a_M15_OHLC,ea,BTC,medium,crypto bear,776,11952.17,15.4,1.32,45.9
Indicement_US500c_M15_US500.a_M15_OHLC,ea,BTC,medium,crypto bull,1053,14102.86,13.39,1.31,54.1
Indicement_US500c_M15_US500.a_M15_OHLC,ea,US10Y,medium,rates falling,716,7429.96,10.38,1.03,27.6
Indicement_US500c_M15_US500.a_M15_OHLC,ea,US10Y,medium,rates rising,1153,19447.65,16.87,1.5,72.4
Indicement_US500c_M15_US500.a_M15_OHLC,ea,OIL,medium,oil downtrend,926,12551.82,13.55,1.26,48.6
Indicement_US500c_M15_US500.a_M15_OHLC,ea,OIL,medium,oil uptrend,840,13248.64,15.77,1.44,51.4
Indicement_US500c_M15_US500.a_M15_OHLC,ea,VIX,medium,calm,404,2918.15,7.22,0.81,9.8
Indicement_US500c_M15_US500.a_M15_OHLC,ea,VIX,medium,normal,1196,19424.89,16.24,1.48,65.4
Indicement_US500c_M15_US500.a_M15_OHLC,ea,VIX,medium,stressed,370,7365.68,19.91,1.59,24.8
Indicement_US500d_H1_US500.a_H1_OHLC,ea,DXY,medium,strong dollar,983,8596.46,8.75,1.58,72.1
Indicement_US500d_H1_US500.a_H1_OHLC,ea,DXY,medium,weak dollar,889,3319.41,3.73,0.62,27.9
Indicement_US500d_H1_US500.a_H1_OHLC,ea,SP500,medium,stocks bear,379,5293.11,13.97,2.42,41.3
Indicement_US500d_H1_US500.a_H1_OHLC,ea,SP500,medium,stocks bull,1390,7521.28,5.41,0.96,58.7
Indicement_US500d_H1_US500.a_H1_OHLC,ea,GOLD,medium,gold downtrend,433,5564.14,12.85,2.35,43.4
Indicement_US500d_H1_US500.a_H1_OHLC,ea,GOLD,medium,gold uptrend,1336,7250.25,5.43,0.95,56.6
Indicement_US500d_H1_US500.a_H1_OHLC,ea,BTC,medium,crypto bear,779,4316.76,5.54,0.92,35.4
Indicement_US500d_H1_US500.a_H1_OHLC,ea,BTC,medium,crypto bull,1053,7884.52,7.49,1.34,64.6
Indicement_US500d_H1_US500.a_H1_OHLC,ea,US10Y,medium,rates falling,716,3858.25,5.39,0.93,32.4
Indicement_US500d_H1_US500.a_H1_OHLC,ea,US10Y,medium,rates rising,1156,8057.62,6.97,1.2,67.6
Indicement_US500d_H1_US500.a_H1_OHLC,ea,OIL,medium,oil downtrend,926,5416.93,5.85,1.0,42.3
Indicement_US500d_H1_US500.a_H1_OHLC,ea,OIL,medium,oil uptrend,843,7397.46,8.78,1.61,57.7
Indicement_US500d_H1_US500.a_H1_OHLC,ea,VIX,medium,calm,404,1775.54,4.39,0.83,13.2
Indicement_US500d_H1_US500.a_H1_OHLC,ea,VIX,medium,normal,1199,7166.94,5.98,1.04,53.3
Indicement_US500d_H1_US500.a_H1_OHLC,ea,VIX,medium,stressed,370,4509.89,12.19,1.9,33.5
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,DXY,medium,strong dollar,985,6793.14,6.9,1.24,74.0
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,2389.7,2.69,0.51,26.0
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,6303.84,16.63,2.83,61.2
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,SP500,medium,stocks bull,1392,3995.28,2.87,0.56,38.8
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,435,5555.16,12.77,2.29,53.9
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,4743.96,3.55,0.68,46.1
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,BTC,medium,crypto bear,781,3600.26,4.61,0.78,40.0
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,5407.04,5.13,1.02,60.0
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,2388.34,3.34,0.65,26.0
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,US10Y,medium,rates rising,1158,6794.5,5.87,1.05,74.0
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,6523.07,7.04,1.29,63.3
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,OIL,medium,oil uptrend,845,3776.05,4.47,0.86,36.7
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,VIX,medium,calm,404,-252.21,-0.62,-0.13,-2.7
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,VIX,medium,normal,1201,6384.76,5.32,0.98,67.2
Indicement_US500e_Daily_US500.a_Daily_OHLC,ea,VIX,medium,stressed,370,3374.85,9.12,1.51,35.5
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,DXY,medium,strong dollar,985,9173.12,9.31,1.71,61.3
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,5786.08,6.51,1.31,38.7
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,5872.8,15.5,2.23,42.4
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,SP500,medium,stocks bull,1392,7967.97,5.72,1.25,57.6
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,435,5285.55,12.15,1.88,38.2
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,8555.22,6.4,1.37,61.8
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,BTC,medium,crypto bear,781,7395.87,9.47,1.49,52.5
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,6695.61,6.36,1.55,47.5
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,4139.17,5.78,1.06,27.7
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,US10Y,medium,rates rising,1158,10820.03,9.34,1.84,72.3
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,8902.79,9.61,1.63,64.3
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,OIL,medium,oil uptrend,845,4937.98,5.84,1.39,35.7
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,VIX,medium,calm,404,1625.32,4.02,1.02,10.2
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,VIX,medium,normal,1201,7835.19,6.52,1.37,49.1
Indicement_US500f_Daily_US500.a_Daily_OHLC,ea,VIX,medium,stressed,370,6499.43,17.57,2.46,40.7
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,DXY,medium,strong dollar,989,19060.52,19.27,1.67,56.5
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,DXY,medium,weak dollar,891,14686.55,16.48,1.48,43.5
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,SP500,medium,stocks bear,379,6530.64,17.23,1.33,21.3
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,SP500,medium,stocks bull,1398,24133.69,17.26,1.59,78.7
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,GOLD,medium,gold downtrend,441,3733.03,8.46,0.75,12.2
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,GOLD,medium,gold uptrend,1336,26931.3,20.16,1.77,87.8
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,BTC,medium,crypto bear,787,10604.8,13.47,1.09,31.6
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,BTC,medium,crypto bull,1053,22949.61,21.79,2.03,68.4
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,US10Y,medium,rates falling,716,11615.25,16.22,1.33,34.4
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,US10Y,medium,rates rising,1164,22131.82,19.01,1.76,65.6
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,OIL,medium,oil downtrend,928,11820.1,12.74,1.09,38.5
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,OIL,medium,oil uptrend,849,18844.23,22.2,2.02,61.5
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,VIX,medium,calm,405,1916.98,4.73,0.53,5.4
ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ea,VIX,medium,normal,1206,28445.92,23.59,2.13,79.8
