entity,type,indicator,fill_trust,state,days,total_pnl,avg_daily,sharpe,pnl_share_pct
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,BTC,unknown,crypto bull,1053,15824.17,15.03,1.08,91.8
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,US10Y,unknown,rates falling,716,5216.18,7.29,0.69,26.5
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,US10Y,unknown,rates rising,1159,14439.57,12.46,0.9,73.5
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,OIL,unknown,oil downtrend,927,6194.59,6.68,0.91,45.1
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,OIL,unknown,oil uptrend,845,7542.23,8.93,0.57,54.9
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,VIX,unknown,calm,404,7980.04,19.75,1.69,38.7
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,VIX,unknown,normal,1202,7860.04,6.54,0.48,38.1
DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,ea,VIX,unknown,stressed,370,4787.45,12.94,1.4,23.2
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,DXY,medium,strong dollar,990,5139.16,5.19,1.16,51.5
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,DXY,medium,weak dollar,891,4843.96,5.44,0.91,48.5
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,3480.65,9.18,3.76,45.1
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1399,4239.48,3.03,0.53,54.9
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,441,1505.34,3.41,0.72,19.5
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1337,6214.79,4.65,0.88,80.5
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,BTC,medium,crypto bear,788,692.58,0.88,0.13,7.6
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,8434.99,8.01,2.22,92.4
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,3275.42,4.57,0.71,32.8
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1165,6707.7,5.76,1.34,67.2
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,928,5515.52,5.94,1.29,71.4
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,850,2204.61,2.59,0.45,28.6
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,VIX,medium,calm,406,491.73,1.21,0.18,4.6
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,VIX,medium,normal,1206,5938.19,4.92,1.23,55.9
DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,ea,VIX,medium,stressed,370,4198.68,11.35,1.87,39.5
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,DXY,medium,strong dollar,982,4332.27,4.41,0.52,31.3
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,9511.16,10.7,1.35,68.7
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,7448.95,19.65,1.92,56.6
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,SP500,medium,stocks bull,1389,5710.14,4.11,0.6,43.4
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,432,565.92,1.31,0.16,4.3
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,12593.17,9.43,1.23,95.7
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,BTC,medium,crypto bear,778,4868.74,6.26,0.7,38.8
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,7674.34,7.29,1.06,61.2
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,1312.01,1.83,0.22,9.5
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,US10Y,medium,rates rising,1155,12531.42,10.85,1.33,90.5
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,9199.74,9.93,1.68,69.9
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,OIL,medium,oil uptrend,842,3959.35,4.7,0.5,30.1
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,VIX,medium,calm,404,3722.62,9.21,1.23,25.6
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,VIX,medium,normal,1198,5728.61,4.78,0.62,39.5
DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,ea,VIX,medium,stressed,370,5069.83,13.7,1.27,34.9
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,DXY,medium,strong dollar,975,2837.04,2.91,0.36,33.3
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,5693.38,6.4,1.03,66.7
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,5699.6,15.04,1.2,86.8
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1382,865.42,0.63,0.14,13.2
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,425,1229.95,2.89,1.35,18.7
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,5335.07,3.99,0.5,81.3
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,BTC,medium,crypto bear,771,7021.65,9.11,0.97,81.6
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,1578.53,1.5,0.29,18.4
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,5169.21,7.22,1.04,60.6
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1148,3361.21,2.93,0.4,39.4
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,1374.83,1.48,0.24,20.9
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,835,5190.19,6.22,0.78,79.1
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,VIX,medium,calm,404,-879.14,-2.18,-0.47,-10.7
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,VIX,medium,normal,1191,1523.58,1.28,0.49,18.5
DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,ea,VIX,medium,stressed,370,7608.07,20.56,1.38,92.2
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,DXY,medium,strong dollar,986,-1692.11,-1.72,-0.25,-55.0
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,4770.61,5.37,0.52,155.0
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,-2521.74,-6.65,-0.95,-134.4
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,SP500,medium,stocks bull,1393,4398.0,3.16,0.39,234.4
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,436,-139.33,-0.32,-0.04,-7.4
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,2015.59,1.51,0.2,107.4
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,BTC,medium,crypto bear,782,-1827.82,-2.34,-0.34,-852.0
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,2042.36,1.94,0.23,952.0
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,-2144.5,-3.0,-0.44,-69.7
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,US10Y,medium,rates rising,1159,5223.0,4.51,0.46,169.7
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,OIL,medium,oil downtrend,927,286.79,0.31,0.05,15.3
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,OIL,medium,oil uptrend,845,1589.47,1.88,0.21,84.7
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,VIX,medium,calm,404,4142.23,10.25,0.89,147.7
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,VIX,medium,normal,1202,1141.18,0.95,0.13,40.7
DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,ea,VIX,medium,stressed,370,-2477.99,-6.7,-0.81,-88.3
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,DXY,medium,strong dollar,990,-1275.67,-1.29,-0.1,-21.6
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,DXY,medium,weak dollar,891,7171.46,8.05,1.09,121.6
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,-2815.46,-7.43,-0.44,-83.7
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1399,6179.59,4.42,0.54,183.7
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,441,1652.6,3.75,0.38,49.1
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1337,1711.53,1.28,0.12,50.9
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,BTC,medium,crypto bear,788,-968.67,-1.23,-0.09,-18.1
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,6323.14,6.0,0.7,118.1
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,3259.43,4.55,0.57,55.3
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1165,2636.36,2.26,0.19,44.7
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,928,3702.99,3.99,0.53,110.1
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,850,-338.86,-0.4,-0.03,-10.1
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,VIX,medium,calm,406,-157.52,-0.39,-0.04,-2.1
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,VIX,medium,normal,1206,10327.8,8.56,1.39,138.4
DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,ea,VIX,medium,stressed,370,-2705.61,-7.31,-0.38,-36.2
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,DXY,medium,strong dollar,982,24620.49,25.07,1.48,73.6
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,8819.0,9.92,1.08,26.4
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,3235.79,8.54,1.25,13.0
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1389,21693.7,15.62,1.46,87.0
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,432,8840.43,20.46,1.49,35.5
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,16089.06,12.04,1.42,64.5
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,BTC,medium,crypto bear,778,16235.93,20.87,1.68,47.2
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,18190.2,17.27,1.16,52.8
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,15540.37,21.7,1.23,46.5
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1155,17899.12,15.5,1.45,53.5
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,11129.11,12.02,1.3,44.6
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,842,13800.38,16.39,1.51,55.4
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,VIX,medium,calm,404,1295.72,3.21,0.69,3.7
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,VIX,medium,normal,1198,31106.6,25.97,1.54,88.0
DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,ea,VIX,medium,stressed,370,2937.35,7.94,1.21,8.3
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,DXY,medium,strong dollar,987,6078.47,6.16,0.66,87.9
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,DXY,medium,weak dollar,890,833.74,0.94,0.08,12.1
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,2291.19,6.05,0.5,32.9
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,SP500,medium,stocks bull,1395,4681.8,3.36,0.35,67.1
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,438,5421.54,12.38,0.97,77.8
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,1551.45,1.16,0.13,22.2
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,BTC,medium,crypto bear,784,2537.1,3.24,0.3,36.7
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,4375.11,4.15,0.41,63.3
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,59.18,0.08,0.01,0.9
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,US10Y,medium,rates rising,1161,6853.03,5.9,0.57,99.1
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,OIL,medium,oil downtrend,928,3098.51,3.34,0.31,44.4
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,OIL,medium,oil uptrend,846,3874.48,4.58,0.48,55.6
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,VIX,medium,calm,404,2863.69,7.09,0.78,24.1
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,VIX,medium,normal,1204,-123.04,-0.1,-0.01,-1.0
DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,ea,VIX,medium,stressed,370,9125.72,24.66,1.71,76.9
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,DXY,medium,strong dollar,990,367.92,0.37,0.03,2.2
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,DXY,medium,weak dollar,891,16234.58,18.22,0.83,97.8
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,4302.54,11.35,1.67,50.6
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1399,4198.52,3.0,0.18,49.4
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,441,6965.78,15.8,0.75,81.9
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1337,1535.28,1.15,0.1,18.1
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,BTC,medium,crypto bear,788,2218.92,2.82,0.23,20.7
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,8480.06,8.05,0.49,79.3
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,7723.8,10.79,0.89,46.5
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1165,8878.7,7.62,0.39,53.5
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,928,2997.31,3.23,0.28,35.3
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,850,5503.75,6.47,0.37,64.7
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,VIX,medium,calm,406,5717.82,14.08,0.75,25.5
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,VIX,medium,normal,1206,11746.77,9.74,0.47,52.4
DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,ea,VIX,medium,stressed,370,4972.07,13.44,1.43,22.2
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,DXY,medium,strong dollar,985,4484.86,4.55,2.88,82.4
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,961.01,1.08,0.19,17.6
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,-1071.07,-2.83,-0.33,-20.1
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1392,6389.83,4.59,2.78,120.1
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,435,1578.58,3.63,2.5,29.7
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,3740.18,2.8,0.58,70.3
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,BTC,medium,crypto bear,781,1136.88,1.46,0.24,21.4
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,4181.88,3.97,2.89,78.6
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,684.02,0.96,0.15,12.6
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1158,4761.85,4.11,2.82,87.4
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,1443.4,1.56,0.28,27.1
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,845,3875.36,4.59,2.8,72.9
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,VIX,medium,calm,404,1899.85,4.7,3.07,32.1
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,VIX,medium,normal,1201,5280.09,4.4,2.71,89.3
DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,ea,VIX,medium,stressed,370,-1268.24,-3.43,-0.4,-21.5
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,DXY,medium,strong dollar,987,6921.01,7.01,0.96,141.1
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,DXY,medium,weak dollar,891,-2016.94,-2.26,-0.23,-41.1
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,1857.71,4.9,0.6,41.7
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1396,2597.38,1.86,0.21,58.3
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,439,3406.17,7.76,1.84,76.5
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,1048.92,0.79,0.08,23.5
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,BTC,medium,crypto bear,785,6552.96,8.35,1.09,133.6
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,-1648.89,-1.57,-0.17,-33.6
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,-5029.82,-7.02,-0.63,-102.6
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1162,9933.89,8.55,1.33,202.6
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,928,1284.59,1.38,0.15,28.8
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,847,3170.5,3.74,0.46,71.2
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,VIX,medium,calm,405,4823.03,11.91,1.62,84.6
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,VIX,medium,normal,1204,632.06,0.52,0.06,11.1
DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,ea,VIX,medium,stressed,370,245.8,0.66,0.08,4.3
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,DXY,medium,strong dollar,982,14787.32,15.06,1.48,117.1
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,DXY,medium,weak dollar,889,-2157.45,-2.43,-0.36,-17.1
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,4926.23,13.0,1.23,40.6
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,SP500,medium,stocks bull,1389,7217.63,5.2,0.64,59.4
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,432,10467.25,24.23,1.94,86.2
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,1676.61,1.25,0.18,13.8
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,BTC,medium,crypto bear,778,6145.96,7.9,0.94,48.6
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,6506.17,6.18,0.68,51.4
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,-894.62,-1.25,-0.21,-7.1
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,US10Y,medium,rates rising,1155,13524.49,11.71,1.16,107.1
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,OIL,medium,oil downtrend,926,3147.92,3.4,0.62,25.9
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,OIL,medium,oil uptrend,842,8995.94,10.68,0.95,74.1
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,VIX,medium,calm,404,-1773.48,-4.39,-0.7,-14.4
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,VIX,medium,normal,1198,6792.6,5.67,0.7,55.1
DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,ea,VIX,medium,stressed,370,7303.66,19.74,1.73,59.3
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,DXY,medium,strong dollar,989,11946.17,12.08,1.58,52.1
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,DXY,medium,weak dollar,891,10962.91,12.3,1.65,47.9
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,SP500,medium,stocks bear,379,963.21,2.54,0.36,4.8
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,SP500,medium,stocks bull,1398,19285.76,13.8,1.91,95.2
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,GOLD,medium,gold downtrend,441,6705.34,15.2,1.99,33.1
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,GOLD,medium,gold uptrend,1336,13543.63,10.14,1.44,66.9
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,BTC,medium,crypto bear,787,11811.71,15.01,1.93,50.8
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,BTC,medium,crypto bull,1053,11424.17,10.85,1.47,49.2
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,US10Y,medium,rates falling,716,7474.33,10.44,1.34,32.6
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,US10Y,medium,rates rising,1164,15434.75,13.26,1.8,67.4
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,OIL,medium,oil downtrend,928,7195.33,7.75,1.31,35.5
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,OIL,medium,oil uptrend,849,13053.64,15.38,1.84,64.5
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,VIX,medium,calm,405,6519.7,16.1,1.71,27.2
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,VIX,medium,normal,1206,16075.29,13.33,1.92,67.2
DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,ea,VIX,medium,stressed,370,1336.21,3.61,0.5,5.6
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,DXY,real,strong dollar,987,25450.3,25.79,1.2,51.0
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,DXY,real,weak dollar,890,24479.34,27.5,1.06,49.0
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,SP500,real,stocks bear,379,19897.58,52.5,2.28,43.3
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,SP500,real,stocks bull,1395,26105.55,18.71,0.79,56.7
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,GOLD,real,gold downtrend,438,11298.9,25.8,1.1,24.6
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,GOLD,real,gold uptrend,1336,34704.23,25.98,1.09,75.4
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,BTC,real,crypto bear,784,16566.5,21.13,0.95,32.1
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,BTC,real,crypto bull,1053,35039.92,33.28,1.34,67.9
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,US10Y,real,rates falling,716,15747.16,21.99,1.1,31.5
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,US10Y,real,rates rising,1161,34182.48,29.44,1.15,68.5
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,OIL,real,oil downtrend,928,23053.64,24.84,1.29,50.1
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,OIL,real,oil uptrend,846,22949.49,27.13,0.98,49.9
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,VIX,real,calm,404,7271.7,18.0,0.91,15.7
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,VIX,real,normal,1204,21690.79,18.02,0.88,46.8
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,ea,VIX,real,stressed,370,17376.5,46.96,1.38,37.5
GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,ea,DXY,real,strong dollar,958,19891.13,20.76,1.29,43.9
GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,ea,DXY,real,weak dollar,889,25373.92,28.54,1.76,56.1
GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,ea,SP500,real,stocks bear,379,11272.66,29.74,1.64,25.8
GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,ea,SP500,real,stocks bull,1365,32397.13,23.73,1.53,74.2
GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,ea,GOLD,real,gold downtrend,408,8439.47,20.68,1.38,19.3
