entity,type,indicator,state,days,total_pnl,avg_daily,sharpe,pnl_share_pct
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,74,4765.44,64.4,8.97,100.0
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,3494.4,67.2,8.94,73.3
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,22,1271.04,57.77,9.17,26.7
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,74,4765.44,64.4,8.97,100.0
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,74,4765.44,64.4,8.97,100.0
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,881.28,51.84,8.03,18.5
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,57,3884.16,68.14,9.25,81.5
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,311.04,155.52,22.96,6.5
AdvScalp_gbpusd_H1_GBPUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,72,4454.4,61.87,8.68,93.5
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,3552.67,50.75,2.58,81.2
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,823.99,82.4,6.43,18.8
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,4376.66,54.71,2.89,100.0
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,2612.55,50.24,2.42,59.7
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,1764.11,63.0,4.2,40.3
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,4376.66,54.71,2.89,100.0
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,4376.66,54.71,2.89,100.0
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,-6.59,-0.39,-0.02,-0.2
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,4383.25,69.58,4.06,100.2
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,VIX,calm,2,22.34,11.17,15.87,0.5
AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_EVERYTICKREAL,ea,VIX,normal,78,4354.32,55.82,2.91,99.5
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,1886.69,26.95,2.34,87.3
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,273.8,27.38,5.44,12.7
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,2160.49,27.01,2.48,100.0
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,1539.12,29.6,2.45,71.2
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,621.37,22.19,2.66,28.8
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,2160.49,27.01,2.48,100.0
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,2160.49,27.01,2.48,100.0
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,-224.68,-13.22,-1.71,-10.4
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,2385.17,37.86,3.29,110.4
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,VIX,calm,2,6.05,3.02,15.87,0.3
AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_EVERYTICKREAL,ea,VIX,normal,78,2154.44,27.62,2.5,99.7
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,DXY,strong dollar,70,-798.74,-11.41,-1.76,100.7
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,DXY,weak dollar,10,5.17,0.52,0.07,-0.7
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,SP500,stocks bull,80,-793.57,-9.92,-1.51,100.0
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,GOLD,gold downtrend,52,-860.76,-16.55,-2.99,108.5
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,GOLD,gold uptrend,28,67.19,2.4,0.3,-8.5
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,BTC,crypto bear,80,-793.57,-9.92,-1.51,100.0
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,US10Y,rates rising,80,-793.57,-9.92,-1.51,100.0
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,OIL,oil downtrend,17,-547.79,-32.22,-6.37,69.0
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,OIL,oil uptrend,63,-245.78,-3.9,-0.57,31.0
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,VIX,calm,2,-13.45,-6.72,-15.87,1.7
AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_EVERYTICKREAL,ea,VIX,normal,78,-780.12,-10.0,-1.51,98.3
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,DXY,strong dollar,70,-219.53,-3.14,-1.1,104.2
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,DXY,weak dollar,10,8.82,0.88,0.29,-4.2
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,SP500,stocks bull,80,-210.71,-2.63,-0.92,100.0
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,GOLD,gold downtrend,52,-94.54,-1.82,-0.64,44.9
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-116.17,-4.15,-1.42,55.1
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,BTC,crypto bear,80,-210.71,-2.63,-0.92,100.0
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,US10Y,rates rising,80,-210.71,-2.63,-0.92,100.0
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,OIL,oil downtrend,17,-350.66,-20.63,-7.38,166.4
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,OIL,oil uptrend,63,139.95,2.22,0.79,-66.4
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,VIX,calm,2,6.06,3.03,15.87,-2.9
AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_EVERYTICKREAL,ea,VIX,normal,78,-216.77,-2.78,-0.96,102.9
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,2243.46,32.05,2.63,92.8
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,175.11,17.51,4.98,7.2
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,2418.57,30.23,2.64,100.0
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,2561.87,49.27,4.56,105.9
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-143.3,-5.12,-0.42,-5.9
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,2418.57,30.23,2.64,100.0
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,2418.57,30.23,2.64,100.0
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,938.83,55.23,8.35,38.8
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,1479.74,23.49,1.89,61.2
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,-701.85,-350.93,-10.4,-29.0
BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,3120.42,40.01,4.21,129.0
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,68,-1341.91,-19.73,-4.17,102.3
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,30.14,3.01,5.29,-2.3
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,78,-1311.77,-16.82,-3.78,100.0
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,51,-657.78,-12.9,-2.89,50.1
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,27,-653.99,-24.22,-5.52,49.9
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,78,-1311.77,-16.82,-3.78,100.0
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,78,-1311.77,-16.82,-3.78,100.0
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,-72.57,-4.27,-1.17,5.5
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,61,-1239.2,-20.31,-4.4,94.5
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,1,30.14,30.14,0.0,-2.3
BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,77,-1341.91,-17.43,-3.9,102.3
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,69,2205.27,31.96,3.14,111.2
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-221.82,-22.18,-5.26,-11.2
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,79,1983.45,25.11,2.59,100.0
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,2053.48,39.49,3.76,103.5
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,27,-70.03,-2.59,-0.34,-3.5
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,79,1983.45,25.11,2.59,100.0
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,79,1983.45,25.11,2.59,100.0
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,936.22,55.07,5.28,47.2
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,62,1047.23,16.89,1.79,52.8
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,1,-102.69,-102.69,0.0,-5.2
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,2086.14,26.75,2.75,105.2
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,-538.94,-7.7,-0.53,31.0
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-1200.17,-120.02,-5.36,69.0
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,-1739.11,-21.74,-1.36,100.0
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,744.63,14.32,0.89,-42.8
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-2483.74,-88.7,-5.94,142.8
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,-1739.11,-21.74,-1.36,100.0
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,-1739.11,-21.74,-1.36,100.0
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,316.46,18.62,0.9,-18.2
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,-2055.57,-32.63,-2.27,118.2
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,-414.54,-207.27,-14.21,23.8
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,-1324.57,-16.98,-1.07,76.2
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,69,2292.7,33.23,2.05,103.7
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-81.26,-8.13,-1.39,-3.7
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,79,2211.44,27.99,1.83,100.0
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,2082.59,40.05,2.92,94.2
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,27,128.85,4.77,0.27,5.8
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,79,2211.44,27.99,1.83,100.0
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,79,2211.44,27.99,1.83,100.0
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,1148.84,67.58,4.42,51.9
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,62,1062.6,17.14,1.12,48.1
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,1,168.12,168.12,0.0,7.6
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,2043.32,26.2,1.7,92.4
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,1168.25,16.69,0.81,-640.0
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-1350.78,-135.08,-14.67,740.0
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,-182.53,-2.28,-0.12,100.0
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,1360.82,26.17,1.22,-745.5
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-1543.35,-55.12,-3.52,845.5
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,-182.53,-2.28,-0.12,100.0
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,-182.53,-2.28,-0.12,100.0
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,-60.36,-3.55,-0.15,33.1
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,-122.17,-1.94,-0.1,66.9
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,-169.01,-84.5,-98.46,92.6
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,-13.52,-0.17,-0.01,7.4
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,146.57,2.09,0.16,-14.8
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-1136.02,-113.6,-11.86,114.8
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,-989.45,-12.37,-0.97,100.0
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,131.9,2.54,0.2,-13.3
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-1121.35,-40.05,-3.04,113.3
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,-989.45,-12.37,-0.97,100.0
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,-989.45,-12.37,-0.97,100.0
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,-473.37,-27.85,-1.55,47.8
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,-516.08,-8.19,-0.75,52.2
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,102.96,51.48,46.57,-10.4
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,-1092.41,-14.01,-1.08,110.4
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,384.13,5.49,0.32,-24.1
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-1978.82,-197.88,-11.4,124.1
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,-1594.69,-19.93,-1.13,100.0
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,627.93,12.08,0.65,-39.4
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-2222.62,-79.38,-5.34,139.4
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,-1594.69,-19.93,-1.13,100.0
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,-1594.69,-19.93,-1.13,100.0
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,821.8,48.34,2.4,-51.5
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,-2416.49,-38.36,-2.31,151.5
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,-878.91,-439.46,-50.1,55.1
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,-715.78,-9.18,-0.53,44.9
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,68,679.85,10.0,0.46,88.6
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,87.6,8.76,5.29,11.4
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,78,767.45,9.84,0.49,100.0
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,51,76.36,1.5,0.06,9.9
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,27,691.09,25.6,1.99,90.1
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,78,767.45,9.84,0.49,100.0
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,78,767.45,9.84,0.49,100.0
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,758.85,44.64,1.52,98.9
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,61,8.6,0.14,0.01,1.1
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,1,87.6,87.6,0.0,11.4
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,77,679.85,8.83,0.43,88.6
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,69,2383.36,34.54,3.09,128.4
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-527.31,-52.73,-12.43,-28.4
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,79,1856.05,23.49,2.19,100.0
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,2286.33,43.97,3.86,123.2
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,27,-430.28,-15.94,-1.83,-23.2
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,79,1856.05,23.49,2.19,100.0
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,79,1856.05,23.49,2.19,100.0
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,930.3,54.72,4.63,50.1
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,62,925.75,14.93,1.45,49.9
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,1,14.07,14.07,0.0,0.8
BitcoinReaper_10_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,1841.98,23.62,2.19,99.2
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,70,5990.18,85.57,3.12,95.3
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,292.19,29.22,7.12,4.7
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,80,6282.37,78.53,3.05,100.0
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,6425.5,123.57,5.12,102.3
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,28,-143.13,-5.11,-0.18,-2.3
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,80,6282.37,78.53,3.05,100.0
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,80,6282.37,78.53,3.05,100.0
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,5070.39,298.26,11.48,80.7
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,63,1211.98,19.24,0.79,19.3
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,2,-804.58,-402.29,-13.19,-12.8
BitcoinReaper_1_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,78,7086.95,90.86,3.61,112.8
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,68,-982.63,-14.45,-1.21,100.3
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,2.9,0.29,5.29,-0.3
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,78,-979.73,-12.56,-1.13,100.0
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,51,154.01,3.02,0.23,-15.7
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold uptrend,27,-1133.74,-41.99,-8.48,115.7
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,BTC,crypto bear,78,-979.73,-12.56,-1.13,100.0
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,US10Y,rates rising,78,-979.73,-12.56,-1.13,100.0
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil downtrend,17,795.09,46.77,2.57,-81.2
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,OIL,oil uptrend,61,-1774.82,-29.1,-3.69,181.2
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,calm,1,2.9,2.9,0.0,-0.3
BitcoinReaper_2_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,VIX,normal,77,-982.63,-12.76,-1.14,100.3
BitcoinReaper_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,strong dollar,69,1055.45,15.3,1.17,314.5
BitcoinReaper_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,DXY,weak dollar,10,-719.83,-71.98,-17.38,-214.5
BitcoinReaper_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,SP500,stocks bull,79,335.62,4.25,0.34,100.0
BitcoinReaper_3_H1_BTCUSD.a_H1_EVERYTICKREAL,ea,GOLD,gold downtrend,52,1238.58,23.82,1.81,369.0
