date,GoldBotOne_Pkg,GoldPhantom_Pkg_Conservative,GoldPhantom_Pkg_ExtremeConservative,GoldPhantom_Pkg_Moderate,GoldReaper_Pkg_Conservative,GoldReaper_Pkg_ExtremeConservative,GoldReaper_Pkg_Intense,GoldReaper_Pkg_Moderate,GoldTradePro_Pkg
2021-06-03,322.27,21.01,0.0,31.39,-13.12,0.0,188.77,211.93,0.0
2021-06-04,277.58,433.28,523.46,410.07,221.42,0.0,55.16,133.82,99.82
2021-06-07,0.0,31.49,0.0,118.21,0.0,0.0,-12.93,-6.5,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,306.86,469.51,0.0
2021-06-10,0.0,-34.94,0.0,-54.63,0.0,0.0,277.53,357.8,0.0
2021-06-11,0.0,-21.12,0.0,-28.18,-397.0,0.0,-728.82,-347.88,0.0
2021-06-14,-64.66,11.18,-62.05,-164.53,531.82,488.58,363.93,463.99,126.86
2021-06-16,0.0,32.37,0.0,71.8,27.62,0.0,20.68,68.04,191.16
2021-06-17,-351.84,199.41,310.43,300.16,0.0,0.0,133.07,217.08,122.84
2021-06-18,0.0,34.2,0.0,62.01,344.4,0.0,90.55,228.92,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,33.35,0.0,0.0
2021-06-23,0.0,33.5,0.0,41.5,106.48,0.0,101.27,62.4,0.0
2021-06-24,0.0,-58.31,0.0,-137.28,0.0,0.0,-702.62,-227.68,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,-565.65,-892.97,0.0
2021-06-28,0.0,30.44,0.0,25.48,45.81,0.0,20.16,36.61,-37.08
2021-06-29,229.86,-199.83,-257.91,-132.19,248.42,345.19,600.61,800.85,126.94
2021-06-30,0.0,-107.69,0.0,-80.91,0.0,0.0,0.0,0.0,0.0
2021-07-06,0.0,15.34,0.0,14.95,23.63,0.0,628.97,493.2,0.0
2021-07-08,0.0,-130.22,0.0,-219.51,-138.93,0.0,-30.23,-59.38,-30.33
2021-07-12,0.0,13.8,0.0,24.39,20.3,0.0,29.97,51.99,-28.38
2021-07-13,0.0,13.66,0.0,21.9,0.0,-45.9,12.68,29.15,-167.06
2021-07-14,235.3,7.38,0.0,148.34,658.17,282.96,1174.14,632.66,210.68
2021-07-15,243.18,101.06,121.79,110.59,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.0,-3.77,0.0,-2.91,0.0,0.0,0.0,0.0,0.0
2021-07-21,0.0,-102.09,0.0,-119.21,-134.1,0.0,-369.43,-241.03,0.0
2021-07-22,0.0,0.0,0.0,-14.96,0.0,0.0,-462.54,0.0,-74.7
2021-07-23,-221.57,-97.69,-91.54,-92.2,-38.9,0.0,-154.61,-125.22,0.0
2021-07-26,0.0,-166.4,-197.14,-128.85,22.26,0.0,11.03,13.85,-58.69
2021-07-28,0.0,-78.22,0.0,-99.64,-143.12,0.0,-494.53,-334.16,-65.28
2021-07-29,594.19,276.36,0.0,260.89,170.38,0.0,438.63,273.33,0.0
2021-07-30,0.0,217.56,261.24,230.07,102.16,0.0,43.73,66.84,-4.04
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,-11.65,0.0,0.0
2021-08-04,0.0,41.64,0.0,-149.49,-617.72,0.0,-735.29,-730.61,-72.14
2021-08-05,47.47,-45.02,0.0,76.58,531.86,0.0,1334.77,1088.23,-0.44
2021-08-06,159.21,260.36,312.57,217.13,0.0,0.0,0.0,0.0,0.0
2021-08-09,1623.9,1841.57,1931.19,1494.42,907.37,1480.68,430.4,536.95,231.52
2021-08-13,0.0,0.0,0.0,13.84,22.76,0.0,12.14,12.66,0.0
2021-08-18,0.0,0.0,0.0,51.72,0.0,0.0,0.0,0.0,0.0
2021-08-23,66.7,35.16,0.0,50.17,389.26,0.0,873.23,1040.36,93.67
2021-08-24,82.68,0.0,0.0,2.68,42.6,0.0,-36.09,-1.8,0.0
2021-08-25,0.0,-17.11,-21.23,11.69,0.0,0.0,0.0,0.0,0.0
2021-08-26,0.0,0.0,0.0,0.68,29.22,0.0,12.75,13.17,0.0
2021-08-27,124.68,100.91,0.0,189.19,555.99,0.0,1082.88,807.3,82.14
2021-08-30,131.93,-1.47,-8.91,9.81,254.91,331.64,196.44,311.44,280.55
2021-09-01,0.0,-4.68,0.0,-2.59,0.0,0.0,3.06,0.0,0.0
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,-337.73,0.0,0.0
2021-09-03,-3.72,0.0,0.0,0.0,0.0,0.0,-332.09,-256.14,0.0
2021-09-06,-146.54,-89.1,0.0,-66.86,-214.09,-346.62,-75.02,-124.39,-56.93
2021-09-07,-188.45,-208.62,-287.06,-138.5,179.94,0.0,489.93,469.68,0.0
2021-09-08,0.0,0.0,0.0,31.34,350.02,0.0,230.24,102.08,25.86
2021-09-13,0.0,-30.52,0.0,-22.89,0.0,0.0,0.0,0.0,-71.88
2021-09-14,-281.58,-465.19,-382.66,-523.48,-593.77,-224.1,-1437.65,-1149.91,-228.95
2021-09-15,0.0,0.0,0.0,0.0,-165.62,0.0,-66.49,0.0,-20.09
2021-09-16,616.96,795.42,301.92,598.75,90.12,0.0,1024.67,643.81,171.62
2021-09-17,0.0,395.83,478.69,558.7,325.97,0.0,125.78,381.48,0.0
2021-09-20,0.0,15.07,0.0,14.77,23.71,0.0,-412.22,-433.2,0.0
2021-09-22,0.0,-53.34,0.0,-72.53,187.43,0.0,146.84,248.95,0.0
2021-09-23,-1.55,-1.04,0.0,1.42,19.65,0.0,35.18,63.7,0.0
2021-09-24,-553.59,-604.86,-569.17,-497.69,-132.16,32.66,-39.33,-85.08,-25.44
2021-09-27,0.0,-174.53,-222.1,-282.67,0.0,0.0,0.0,0.0,0.0
2021-09-28,-308.93,-172.09,-239.7,-135.31,136.34,105.26,62.77,181.26,46.25
2021-09-29,0.0,-28.83,-55.96,-20.29,17.51,0.0,22.47,29.1,0.0
2021-09-30,0.0,32.79,0.0,72.93,25.57,0.0,607.81,448.87,-28.98
2021-10-01,0.0,0.0,0.0,-40.01,-239.02,0.0,-141.9,-73.71,0.0
2021-10-05,0.0,0.0,0.0,0.0,-35.81,0.0,-43.18,-37.51,0.0
2021-10-06,0.0,30.5,0.0,31.4,25.72,0.0,13.23,-242.88,0.0
2021-10-11,0.0,-2.94,0.0,-1.55,0.0,0.0,0.0,0.0,0.0
2021-10-13,377.93,-3.11,0.0,25.34,171.19,432.71,665.51,436.88,151.68
2021-10-14,47.16,99.01,125.06,83.35,16.61,0.0,6.34,8.75,48.84
2021-10-15,0.0,59.97,42.54,80.69,61.11,0.0,21.62,29.22,0.0
2021-10-20,0.0,0.0,0.0,43.46,-84.15,0.0,1.72,2.64,0.0
2021-10-22,229.48,16.08,-25.6,177.03,1043.05,765.32,1398.81,974.89,413.12
2021-10-29,151.92,-89.97,0.0,-61.91,-330.24,0.0,-243.03,-178.92,13.72
2021-11-01,0.0,-77.82,-93.2,-64.56,0.0,0.0,0.0,0.0,0.0
2021-11-03,98.93,-63.36,-50.41,-20.54,248.16,0.0,450.47,679.97,122.34
2021-11-04,0.0,27.14,0.0,-144.97,10.65,0.0,28.62,33.11,0.0
2021-11-05,38.06,14.9,0.0,16.45,-41.69,-55.29,-40.46,69.13,-30.99
2021-11-08,409.36,0.0,0.0,0.0,134.31,155.82,98.02,152.37,0.0
2021-11-09,0.0,399.86,218.2,313.98,-7.25,-46.29,-12.48,0.0,0.0
2021-11-10,826.23,1590.7,1978.6,1526.91,2081.99,2494.95,622.6,1065.15,487.09
2021-11-15,0.0,-165.79,0.0,-203.19,-191.86,0.0,-66.09,-102.73,0.0
2021-11-16,465.2,0.0,0.0,-6.1,0.0,0.0,143.78,144.91,-3.6
2021-11-19,0.0,35.16,0.0,96.14,229.13,0.0,287.37,372.07,0.0
2021-11-22,0.0,0.0,0.0,444.97,0.0,0.0,0.0,0.0,170.01
2021-11-29,0.0,0.0,0.0,0.0,-44.43,0.0,-39.85,-23.47,0.0
2021-11-30,170.47,33.58,0.0,137.02,418.0,29.04,773.83,567.44,-66.43
2021-12-01,-36.64,-189.28,-155.64,-150.54,0.0,0.0,0.0,0.0,3.11
2021-12-02,0.0,13.56,0.0,28.38,22.35,0.0,24.5,41.6,0.0
2021-12-03,0.0,-4.52,0.0,-3.77,0.0,0.0,0.0,0.0,0.0
2021-12-07,0.0,-10.52,0.0,-10.52,0.0,0.0,-25.48,-29.98,0.0
2021-12-08,0.0,8.9,0.0,32.3,40.86,0.0,8.37,26.88,0.0
2021-12-09,0.0,-41.72,0.0,-41.72,-190.37,0.0,0.0,-118.32,0.0
2021-12-10,0.0,-2.28,0.0,-0.98,80.13,0.0,75.91,121.0,-55.59
2021-12-13,0.0,0.0,0.0,13.51,44.22,0.0,4.04,23.5,0.0
2021-12-14,0.0,-65.24,0.0,-85.46,25.35,0.0,45.93,39.52,-73.04
2021-12-15,-181.64,-355.56,-374.48,-272.01,-0.29,74.48,0.04,-22.42,98.96
2021-12-16,-189.92,100.87,0.0,152.2,604.65,0.0,433.04,704.81,0.0
2021-12-17,515.28,729.49,332.42,704.26,-31.79,0.0,111.15,171.84,185.12
2021-12-22,0.0,47.55,0.0,101.59,0.0,0.0,55.85,-7.12,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,731.22,321.52,0.0
2021-12-27,0.0,0.0,0.0,0.0,-12.82,0.0,-50.96,-110.3,0.0
2021-12-28,-145.26,-157.96,-107.06,-137.89,-16.64,202.51,63.96,146.81,20.73
2021-12-29,-446.59,0.0,0.0,0.0,-175.1,0.0,0.0,0.0,0.0
2021-12-31,46.96,-23.3,0.0,-9.68,405.96,76.58,951.33,584.06,110.2
2022-01-03,100.55,-29.12,-41.71,-23.79,0.0,0.0,0.0,0.0,19.63
2022-01-06,-63.98,-9.77,-45.08,14.58,56.58,0.0,90.11,92.6,-39.56
2022-01-07,-85.72,-86.11,-47.9,-53.63,-24.31,0.0,-13.87,-25.4,0.0
2022-01-14,0.0,-69.22,0.0,-72.73,-47.71,-140.61,-986.63,-56.89,-49.21
2022-01-17,0.0,-22.84,0.0,-22.84,-454.81,0.0,-701.23,-910.56,0.0
2022-01-18,0.0,51.5,0.0,-182.83,10.39,0.0,-610.03,-749.99,-4.28
2022-01-19,190.48,34.28,0.0,86.72,977.73,988.26,760.57,1060.27,158.07
2022-01-20,285.88,158.68,191.39,131.27,316.28,529.93,115.49,190.86,277.88
2022-01-21,26.52,192.55,140.66,235.5,100.94,0.0,59.79,65.33,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,-299.83,-250.26,0.0
2022-01-25,-87.63,56.26,9.93,138.34,392.02,43.16,551.95,374.36,-10.99
2022-01-26,-266.13,-125.58,-118.37,-90.52,115.22,0.0,65.54,118.36,0.0
2022-01-27,131.18,-32.45,-35.46,-27.72,50.21,0.0,153.91,133.52,243.04
2022-01-28,-36.78,918.27,218.27,780.59,-137.48,-225.18,0.35,-189.16,-74.05
2022-01-31,0.0,0.0,0.0,0.0,-165.44,0.0,-52.75,0.0,-48.14
2022-02-01,-247.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-02,0.0,-4.44,0.0,-3.2,-4.57,0.0,-24.13,-9.8,0.0
2022-02-03,0.0,33.96,0.0,55.28,389.35,0.0,-20.98,211.02,0.0
2022-02-04,0.0,27.8,0.0,70.72,65.71,0.0,43.98,74.38,0.0
2022-02-11,278.15,34.41,0.0,71.58,522.86,174.8,632.22,617.28,81.7
2022-02-14,0.0,-151.28,-194.5,-125.32,0.0,0.0,0.0,0.0,0.0
2022-02-15,-856.39,-249.05,-294.16,-203.93,-506.4,-1919.11,-290.28,-696.85,-142.15
2022-02-17,0.0,285.17,0.0,297.48,389.34,0.0,512.84,388.78,35.97
2022-02-18,0.0,0.0,0.0,55.34,125.44,0.0,44.41,81.97,0.0
2022-02-21,-175.6,-103.93,-122.79,-71.23,20.97,0.0,14.16,31.57,0.0
2022-02-24,1209.92,1095.63,920.48,1033.08,1062.4,1103.15,1416.69,1711.82,344.44
2022-03-01,0.0,-1.48,0.0,2.96,0.0,0.0,-44.03,-41.82,0.0
2022-03-04,-169.72,-615.54,-556.83,-650.68,-224.86,0.0,-639.97,-705.8,-70.28
2022-03-07,877.26,1041.04,931.11,951.2,1378.63,1805.4,958.58,991.73,624.2
2022-03-11,0.0,-2.84,0.0,-2.46,-135.15,0.0,77.82,141.02,0.0
2022-03-14,0.0,0.0,0.0,25.72,25.9,0.0,6.78,-9.36,0.0
2022-03-16,0.0,0.0,0.0,2.92,26.67,0.0,0.65,12.49,0.0
2022-03-22,0.0,36.2,0.0,50.7,186.57,0.0,573.6,417.11,-11.64
2022-03-23,0.0,36.2,0.0,59.92,385.5,0.0,515.31,680.07,0.0
2022-03-24,0.0,14.68,0.0,46.55,400.48,0.0,611.49,539.2,-26.41
2022-03-29,-113.51,184.59,211.39,238.96,71.06,16.02,270.42,423.13,15.13
2022-03-31,0.0,0.0,0.0,-78.21,28.85,0.0,14.43,30.25,0.0
2022-04-05,0.0,0.0,0.0,0.9,0.0,0.0,59.26,0.0,0.0
2022-04-06,0.0,-179.68,0.0,-301.38,-614.51,0.0,-912.38,-881.55,-69.24
2022-04-07,0.0,0.0,0.0,-63.54,0.0,0.0,0.0,0.0,0.0
2022-04-08,-62.95,14.65,0.0,-4.16,45.86,0.0,53.33,47.22,0.0
2022-04-11,543.19,315.56,330.14,283.54,53.84,1.98,597.62,242.05,32.81
2022-04-12,0.0,0.0,0.0,-10.17,35.08,0.0,13.02,5.86,0.0
2022-04-18,0.0,15.05,0.0,28.9,186.02,0.0,374.59,461.77,0.0
2022-04-19,0.0,-0.76,0.0,1.6,19.18,0.0,205.14,233.98,0.0
2022-04-20,0.0,0.0,0.0,35.51,107.44,0.0,50.39,67.33,63.81
2022-04-21,0.0,44.69,0.0,36.38,44.45,0.0,81.35,28.93,0.0
2022-04-22,0.0,0.0,0.0,39.72,188.64,0.0,106.09,111.77,0.0
2022-04-25,262.04,207.0,-45.74,168.7,-163.52,0.0,-59.28,0.0,232.96
2022-04-26,90.96,75.25,90.29,103.24,0.0,0.0,60.82,83.18,0.0
2022-04-27,-525.93,-533.23,-470.91,-437.68,-531.89,-568.76,-120.28,-266.23,-332.53
2022-04-28,124.14,29.65,34.86,61.17,0.0,0.0,0.0,0.0,11.77
2022-04-29,0.0,14.44,0.0,19.52,0.0,0.0,-7.02,82.53,0.0
2022-05-02,0.0,-15.03,0.0,7.24,-84.75,0.0,-51.11,24.03,30.1
2022-05-04,0.0,35.16,0.0,57.76,0.0,0.0,1.02,0.63,0.0
2022-05-09,0.0,28.5,0.0,42.23,0.0,-79.0,16.83,36.47,0.0
2022-05-10,478.1,35.48,0.0,60.16,1947.8,2111.77,465.38,890.47,40.05
2022-05-11,115.47,452.45,486.74,405.22,73.85,0.0,168.76,53.64,691.85
2022-05-12,0.0,34.57,0.0,70.04,384.49,0.0,397.32,436.25,0.0
2022-05-13,270.45,314.3,72.6,289.49,306.29,0.0,119.09,178.17,0.0
2022-05-16,-424.65,-180.46,-213.27,-147.65,0.0,0.0,0.0,0.0,0.0
2022-05-19,0.0,34.36,0.0,55.12,183.98,0.0,142.98,148.52,0.0
2022-05-20,0.0,6.03,0.0,11.93,41.46,0.0,15.27,0.0,8.89
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,124.23,0.0,-14.34
2022-05-24,0.0,14.12,0.0,21.44,17.85,0.0,27.22,36.36,0.0
2022-05-31,-88.66,-32.99,-34.73,-19.13,-19.83,0.0,139.95,183.0,0.0
2022-06-01,0.0,-6.84,-30.35,-1.68,61.85,0.0,279.31,35.76,20.17
2022-06-02,33.1,5.31,0.0,22.93,8.77,-127.1,-149.29,-78.81,0.0
2022-06-03,-35.31,25.31,13.02,16.0,16.37,0.0,4.1,0.0,-26.54
2022-06-06,0.0,0.0,0.0,6.69,20.03,0.0,10.91,14.73,0.0
2022-06-10,-136.19,-232.5,-147.27,-143.37,541.36,-249.57,1301.62,1685.07,-173.44
2022-06-13,-654.31,-203.81,-179.71,-335.38,-158.51,37.79,-261.15,-274.44,-24.4
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,124.8,0.0,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.87
2022-06-21,0.0,14.04,0.0,17.28,0.0,0.0,29.26,36.91,0.0
2022-06-22,0.0,0.0,0.0,13.56,0.0,0.0,0.0,0.0,0.0
2022-06-23,0.0,-20.08,0.0,-155.08,-814.52,0.0,-696.23,-1332.78,0.0
2022-06-24,0.0,0.0,0.0,4.74,41.05,0.0,47.01,49.14,0.0
2022-06-29,-453.29,-247.28,-196.54,-265.26,16.55,0.0,26.99,134.1,-8.74
2022-06-30,-720.42,-729.89,-767.88,-631.23,-683.78,-608.73,-220.57,-367.4,-372.88
2022-07-01,-142.21,-420.85,-398.38,-300.31,-880.2,-2449.67,-334.95,-718.2,-398.33
2022-07-05,236.07,278.21,0.0,272.76,400.16,354.35,974.36,930.38,277.16
2022-07-06,2214.75,264.0,312.03,432.95,-90.43,578.17,92.24,209.93,566.58
2022-07-07,0.0,1161.57,1356.08,967.05,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,-16.73,762.94,0.0,152.16,413.03,0.0
2022-07-11,0.0,-63.94,0.0,-69.81,-3.58,0.0,-179.97,-56.58,-33.5
2022-07-12,113.85,-286.19,-271.85,-238.5,566.23,474.24,846.18,954.89,185.49
2022-07-13,266.72,-36.19,-6.7,-127.7,180.94,375.4,221.9,83.22,164.27
2022-07-14,0.0,0.0,0.0,8.59,38.6,0.0,28.45,-282.9,0.0
2022-07-20,56.37,-50.33,0.0,9.46,222.87,0.0,238.13,425.08,0.0
2022-07-21,669.46,527.5,562.13,459.86,1171.42,993.51,390.04,627.23,576.71
2022-07-22,0.0,-5.9,0.0,-6.09,76.83,0.0,145.14,109.72,14.98
2022-07-26,0.0,0.0,0.0,0.96,0.0,0.0,15.14,0.0,0.0
2022-07-27,-16.33,-3.79,0.0,-1.2,-497.78,0.0,-615.96,-281.33,0.0
2022-07-28,-366.21,-256.85,-216.33,-227.19,-155.44,0.0,-221.01,7.22,-49.36
2022-07-29,0.0,443.06,278.82,478.84,0.0,0.0,0.0,0.0,20.01
2022-08-01,0.0,37.21,0.0,73.47,360.4,0.0,986.56,896.56,0.0
2022-08-04,0.0,-140.42,0.0,-208.47,-131.66,0.0,-606.08,107.68,0.0
2022-08-05,0.0,0.0,0.0,-3.14,0.0,0.0,0.0,0.0,-14.39
2022-08-09,-64.84,32.49,0.0,75.18,204.99,-3.91,400.48,743.21,-9.68
2022-08-10,64.68,-181.95,-115.88,-92.41,241.72,0.0,202.11,268.38,-20.91
2022-08-15,0.0,13.72,0.0,35.28,403.38,0.0,419.33,242.75,11.92
2022-08-16,0.0,0.0,0.0,5.96,24.08,0.0,-0.71,14.6,0.0
2022-08-17,0.0,0.0,0.0,-25.65,206.74,0.0,141.99,83.2,-15.98
2022-08-18,0.0,0.0,0.0,11.51,75.72,0.0,23.98,48.2,0.0
2022-08-19,50.61,-6.42,0.0,-5.32,0.0,0.0,32.33,0.0,0.0
2022-08-22,553.14,261.83,309.43,214.26,0.0,0.0,0.0,0.0,84.45
2022-08-23,0.0,290.02,348.02,392.32,273.92,0.0,0.0,155.26,0.0
2022-08-24,0.0,0.0,0.0,4.2,-9.41,0.0,-17.43,16.98,0.0
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,150.29,152.33,0.0
2022-08-29,-235.75,-489.79,-412.74,-403.15,187.8,107.53,431.75,202.55,40.67
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,-239.3,-163.56,0.0
2022-08-31,-451.99,-110.79,0.0,53.16,367.71,0.0,1616.33,1346.79,-32.23
2022-09-01,599.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,0.0,114.43,145.55,104.0,0.0,0.0,0.0,0.0,0.0
2022-09-06,0.0,108.39,0.0,274.38,177.44,0.0,193.76,339.65,0.0
2022-09-08,0.0,-69.17,0.0,-50.52,-154.81,0.0,-240.04,-933.16,-38.51
2022-09-09,0.0,0.0,0.0,-28.83,0.0,0.0,0.0,0.0,0.0
2022-09-12,0.0,36.08,0.0,56.04,-13.13,0.0,-64.92,-74.87,0.0
2022-09-13,0.0,36.3,0.0,36.54,0.0,0.0,0.0,0.0,0.0
2022-09-14,0.0,14.8,0.0,58.23,-13.13,0.0,-26.58,-9.37,0.0
2022-09-15,-13.89,760.26,310.45,678.12,-161.77,-200.72,263.82,130.48,419.43
2022-09-16,0.0,1274.69,1515.3,1460.77,0.0,0.0,0.0,0.0,0.0
2022-09-21,-74.02,-256.28,-172.87,-357.82,-1101.62,-235.14,-977.74,-1458.41,-361.48
2022-09-23,104.46,-84.86,-21.11,-59.33,84.25,0.0,209.2,450.78,0.0
2022-09-28,0.0,13.8,0.0,16.43,234.0,0.0,268.48,221.32,0.0
2022-09-29,0.0,0.0,0.0,11.29,38.7,0.0,15.53,16.61,0.0
2022-10-03,145.17,0.0,0.0,59.77,62.23,0.0,-100.73,69.96,0.0
2022-10-04,282.27,488.0,295.43,476.24,0.0,0.0,0.0,0.0,74.21
2022-10-05,0.0,599.49,708.49,490.8,463.04,0.0,0.0,0.0,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,-202.74,-327.85,0.0
2022-10-13,0.0,297.33,0.0,294.25,115.22,0.0,80.96,100.41,46.72
2022-10-14,0.0,-5.09,0.0,3.5,27.12,0.0,36.32,41.18,0.0
2022-10-19,105.35,-38.26,-78.39,-10.97,-106.93,-234.99,54.19,53.76,100.0
2022-10-20,161.1,343.5,84.13,314.45,136.54,0.0,53.97,79.82,144.15
2022-10-21,0.0,0.0,0.0,11.42,178.92,0.0,78.19,154.11,-55.33
2022-10-24,0.0,-5.54,0.0,-5.41,0.0,0.0,-288.43,-290.95,0.0
2022-10-26,0.0,-73.54,0.0,-36.93,-129.73,0.0,-29.63,-16.96,-25.68
2022-10-28,0.0,0.0,0.0,-105.32,-135.8,0.0,-237.37,-150.28,0.0
2022-10-31,0.0,17.93,0.0,17.86,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9
2022-11-02,0.0,0.0,0.0,10.52,4.25,0.0,-29.41,67.79,0.0
2022-11-03,-254.46,-220.74,-206.29,-136.58,60.87,-360.99,230.12,231.4,-308.86
2022-11-04,54.06,-141.68,-106.21,-416.56,-130.67,-235.83,201.44,139.17,0.0
2022-11-07,-85.38,-78.11,-97.77,-71.63,41.8,0.0,14.97,23.7,0.0
2022-11-08,285.28,0.0,0.0,54.24,395.49,0.0,411.73,308.48,0.0
2022-11-09,0.0,0.0,0.0,37.14,208.07,0.0,72.34,126.52,120.96
2022-11-10,542.38,1042.99,317.17,908.32,192.61,0.0,176.9,125.26,9.07
2022-11-11,1149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.18
2022-11-14,-277.21,-86.49,-108.12,-72.08,0.0,0.0,0.0,0.0,17.49
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,-87.37,-38.97,0.0
2022-11-18,0.0,50.88,0.0,170.8,50.27,0.0,35.21,73.89,0.0
2022-11-23,0.0,-118.95,0.0,-115.12,381.48,0.0,-742.02,-203.36,-61.04
2022-11-28,0.0,-2.08,0.0,12.71,51.68,0.0,35.82,-266.42,0.0
2022-11-30,0.0,-147.21,0.0,-144.2,-623.31,0.0,-1440.88,-1260.21,-52.91
2022-12-01,373.53,0.0,0.0,0.0,1589.6,2461.79,782.16,968.66,581.8
2022-12-02,373.89,855.95,835.18,817.42,240.53,0.0,93.15,145.21,67.4
2022-12-05,-354.83,-570.97,-720.19,-452.42,-614.79,-2451.38,-136.99,-234.0,-170.02
2022-12-13,161.13,-49.18,-61.11,8.57,760.3,704.78,496.47,667.4,325.1
2022-12-15,-108.33,-141.15,-87.48,-106.7,19.76,0.0,52.8,29.76,-24.98
2022-12-16,-268.78,0.0,0.0,-75.6,-795.58,0.0,-798.77,-756.44,0.0
2022-12-19,0.0,-197.47,-230.43,-148.0,0.0,0.0,0.0,0.0,0.0
2022-12-20,0.0,46.47,0.0,-61.48,419.04,0.0,456.06,241.2,0.0
2022-12-21,0.0,0.0,0.0,-26.36,-226.83,-544.26,-188.4,-394.23,-79.51
2022-12-22,0.0,0.0,0.0,-66.22,-299.12,-935.5,-1105.25,-643.05,-224.44
2022-12-27,-371.04,-423.46,-452.41,-299.2,421.9,269.66,612.79,363.6,79.58
2022-12-28,-294.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,689.18,436.49,469.69,439.48,2720.31,2900.35,794.07,1848.99,624.67
2023-01-04,-70.15,-80.82,-94.29,-38.78,210.97,0.0,663.25,239.96,0.0
2023-01-05,-210.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,0.0,-18.58,0.0,9.55,71.67,0.0,-72.4,-36.83,0.0
2023-01-09,-11.36,-6.65,-8.05,-5.53,0.0,0.0,562.41,202.76,-55.6
2023-01-10,-175.18,0.0,0.0,0.0,-283.76,0.0,-0.27,-144.26,0.0
2023-01-11,-288.63,-96.89,-116.0,-60.53,15.9,6.81,47.23,145.91,0.73
2023-01-12,-0.59,71.8,0.0,69.44,82.32,0.0,73.42,138.34,0.0
2023-01-13,93.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-16,116.93,41.86,49.42,34.25,0.0,0.0,0.0,0.0,0.0
2023-01-19,73.45,42.6,0.0,79.79,672.74,0.0,1110.96,1131.21,0.0
2023-01-20,-85.41,-132.54,-46.52,-113.49,57.31,84.8,0.0,26.32,1.52
2023-01-24,0.0,-4.1,0.0,-3.14,-159.11,0.0,-144.41,-105.13,0.0
2023-01-25,0.0,119.75,0.0,164.06,-46.75,0.0,193.17,182.13,0.0
2023-01-26,0.0,0.0,0.0,-9.76,480.95,0.0,17.73,443.61,0.0
2023-01-27,0.0,-65.65,0.0,-91.7,-144.16,0.0,-271.36,-83.79,0.0
2023-01-31,0.0,141.84,0.0,221.22,482.32,0.0,1839.13,1230.22,8.77
2023-02-01,-9.52,18.45,0.0,19.68,37.76,-74.38,-34.69,17.84,0.0
2023-02-02,32.46,-413.22,-386.54,-322.71,60.63,90.6,204.23,52.59,174.4
2023-02-09,-3.95,32.39,0.0,46.41,148.49,15.39,81.5,86.95,0.0
2023-02-10,120.22,-348.61,-332.95,-286.77,239.28,67.37,87.99,96.95,79.16
2023-02-13,0.0,-48.8,0.0,-72.8,-98.02,0.0,-204.5,-210.39,0.0
2023-02-16,0.0,0.0,0.0,0.72,27.71,0.0,37.99,29.63,0.0
2023-02-20,0.0,-43.9,0.0,-60.16,49.82,0.0,24.99,12.91,0.0
2023-02-22,0.0,12.75,0.0,-29.49,-50.78,0.0,-16.83,470.07,0.0
2023-02-23,-596.85,-443.67,-419.66,-359.19,-584.96,-470.55,-257.24,-451.47,-98.63
2023-02-24,-5.73,0.0,0.0,0.44,57.02,0.0,45.19,51.04,27.34
2023-02-27,0.0,0.0,0.0,5.02,356.73,0.0,0.0,212.87,139.01
2023-02-28,0.0,-120.29,-13.67,-339.09,-539.58,0.0,-1714.99,-1747.37,0.0
2023-03-03,-23.65,-35.02,-19.74,-17.63,77.94,0.0,27.04,76.17,-35.88
2023-03-06,-42.18,0.0,0.0,-6.76,0.0,0.0,15.48,0.0,0.0
2023-03-07,0.0,34.42,-67.7,50.09,0.0,0.0,-5.46,-12.64,0.0
2023-03-10,22.35,18.77,0.0,36.57,156.32,204.63,84.7,122.65,0.0
