date,GoldBotOne_Pkg,GoldPhantom_Pkg_Conservative,GoldPhantom_Pkg_ExtremeConservative,GoldPhantom_Pkg_Moderate,GoldReaper_Pkg_Conservative,GoldReaper_Pkg_ExtremeConservative,GoldReaper_Pkg_Intense,GoldReaper_Pkg_Moderate,GoldTradePro_Pkg
2019-07-19,268.8,191.49,198.2,253.76,263.88,778.78,104.01,150.64,167.9
2019-07-23,0.0,29.8,0.0,45.65,0.0,0.0,553.52,418.55,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,-36.73,-26.73,0.0
2019-07-25,0.0,51.62,0.0,67.51,43.87,0.0,48.59,61.43,-37.04
2019-07-26,0.0,-64.25,0.0,-54.21,0.0,0.0,-48.35,-73.95,0.0
2019-07-29,0.0,14.72,0.0,-35.65,0.0,0.0,0.0,0.0,0.0
2019-07-30,0.0,0.0,0.0,0.0,-30.43,0.0,-43.49,-33.12,0.0
2019-07-31,-316.3,-606.54,-571.95,-811.12,-552.8,0.0,-1193.38,-990.36,-152.43
2019-08-01,195.37,-82.49,-13.62,-65.62,495.32,0.0,713.8,593.14,-143.36
2019-08-05,649.1,617.59,470.5,463.58,862.24,1594.93,440.54,638.11,323.35
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.99,0.0
2019-08-07,0.0,0.0,0.0,18.66,2.76,0.0,8.34,1.3,0.0
2019-08-08,0.0,0.0,0.0,0.0,-70.04,0.0,-38.17,-80.52,0.0
2019-08-12,71.32,49.63,0.0,101.65,269.7,123.02,576.17,466.47,227.88
2019-08-13,354.98,1061.03,1020.95,923.29,293.76,0.0,347.35,389.86,0.0
2019-08-22,0.0,-222.81,0.0,-323.53,-157.36,0.0,-422.65,-89.18,-38.54
2019-08-23,-76.15,4.98,-53.77,6.27,6.65,0.0,-305.22,-317.35,-34.13
2019-08-26,901.8,833.39,757.71,800.8,995.19,1243.61,917.85,862.61,639.73
2019-08-30,0.0,0.0,0.0,13.1,28.7,0.0,16.34,7.0,0.0
2019-09-03,0.0,14.58,0.0,15.5,-104.34,0.0,143.43,144.23,0.0
2019-09-04,39.29,-113.77,0.0,-203.3,-462.62,0.0,-474.14,-129.59,-82.83
2019-09-05,-681.01,-756.27,-768.44,-602.98,-1093.73,-1721.81,155.82,-202.5,-198.83
2019-09-09,0.0,14.38,0.0,13.23,162.23,0.0,215.1,372.56,0.0
2019-09-10,-2.63,-241.21,-216.58,-196.87,37.23,0.0,15.08,19.17,12.72
2019-09-11,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13,0.0,0.0,0.0,0.0,-14.13,0.0,0.0,0.0,0.0
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.57,-64.97
2019-09-18,-327.93,-585.2,-473.61,-382.78,-884.92,-460.29,-818.02,-449.96,-381.03
2019-09-19,-389.36,-192.3,-224.83,-144.25,0.0,0.0,-242.1,-342.61,-124.32
2019-09-20,0.0,-2.15,0.0,-248.95,20.15,0.0,196.08,31.73,0.0
2019-09-23,-52.96,0.0,0.0,17.75,30.25,0.0,24.65,13.86,0.0
2019-09-24,-200.24,-14.49,-65.12,42.01,-128.74,0.0,-39.66,-64.84,10.14
2019-09-25,0.0,-20.06,-25.49,-6.69,0.0,0.0,329.22,288.62,0.0
2019-09-30,248.1,406.1,0.0,338.82,848.18,1352.36,353.21,633.84,622.2
2019-10-01,501.89,941.61,1149.72,983.65,227.93,0.0,93.05,138.23,0.0
2019-10-07,0.0,0.0,0.0,-46.85,153.55,0.0,337.03,223.03,0.0
2019-10-11,-28.44,148.26,153.89,129.38,182.1,0.0,416.58,476.47,22.02
2019-10-15,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0
2019-10-16,0.0,0.0,0.0,-105.25,-344.09,0.0,-139.5,-196.95,0.0
2019-10-21,0.0,14.18,0.0,11.33,0.0,0.0,0.0,0.0,0.0
2019-10-23,0.0,-45.4,0.0,-49.53,-77.74,0.0,-84.52,-63.92,0.0
2019-10-24,0.0,34.85,0.0,114.68,198.93,0.0,779.94,465.74,0.0
2019-10-25,-193.76,-509.47,-538.62,-304.45,11.59,0.0,-53.45,-72.86,-123.84
2019-10-28,0.0,0.0,0.0,-80.34,0.0,0.0,0.0,0.0,0.0
2019-10-29,0.0,14.28,0.0,24.59,0.0,0.0,21.19,18.45,0.0
2019-10-30,0.0,-188.7,0.0,-325.24,-94.78,0.0,-564.8,-267.42,-68.73
2019-11-05,-20.63,12.76,0.0,16.59,10.97,0.0,14.06,166.91,0.0
2019-11-06,0.0,-179.89,-67.04,-148.08,-123.57,0.0,-46.77,-68.12,-65.52
2019-11-07,332.18,825.54,444.57,753.95,356.86,372.03,799.4,396.5,344.96
2019-11-08,-176.4,-159.55,-288.35,34.56,-170.69,-287.68,-70.0,-94.65,-14.09
2019-11-11,86.18,33.85,0.0,56.39,642.28,1230.92,538.47,441.03,135.7
2019-11-12,242.52,27.93,31.68,38.07,383.38,0.0,158.31,220.73,0.0
2019-11-13,0.0,0.0,0.0,0.0,367.61,0.0,145.45,205.32,0.0
2019-11-18,0.0,0.0,0.0,-1.03,-49.95,0.0,-11.41,-78.5,0.0
2019-11-19,-30.7,-119.92,-51.13,-93.07,-134.73,0.0,-23.83,-104.23,0.0
2019-11-20,-198.15,-97.55,-111.41,-54.51,115.53,0.0,68.25,71.51,-13.42
2019-11-25,-55.36,33.29,0.0,50.36,190.17,0.0,56.23,129.78,-16.23
2019-11-26,5.45,-221.35,-182.95,-170.96,0.0,0.0,13.78,25.82,0.0
2019-11-29,-112.01,-9.21,0.0,-34.5,17.38,0.0,-46.62,-27.13,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,-3.14,0.0,-25.77
2019-12-03,0.0,34.34,0.0,65.71,273.58,-51.87,250.19,449.88,-0.14
2019-12-04,-101.12,-369.89,-256.47,-254.9,27.52,0.0,10.44,17.34,-25.18
2019-12-06,-112.94,-116.55,0.0,-131.59,0.0,0.0,0.0,0.0,0.0
2019-12-09,0.0,-8.88,0.0,-6.93,-11.21,0.0,-48.44,-36.09,0.0
2019-12-10,0.0,-68.27,0.0,-54.66,0.0,0.0,0.0,0.0,0.0
2019-12-11,0.0,0.0,0.0,8.96,7.67,0.0,-373.44,-516.01,0.0
2019-12-12,-871.16,-779.15,-1010.54,-579.33,-327.93,-293.9,195.12,103.65,-382.13
2019-12-13,0.0,0.0,0.0,-105.16,0.0,0.0,0.0,0.0,0.0
2019-12-19,0.0,-7.23,0.0,4.94,0.0,0.0,10.8,7.47,0.0
2019-12-20,0.0,-56.14,0.0,-60.17,0.0,0.0,0.0,0.0,0.0
2019-12-23,0.0,93.6,0.0,220.05,71.58,-55.9,121.53,63.08,0.0
2019-12-24,285.08,0.0,0.0,0.0,1127.9,1998.05,1144.35,679.24,634.25
2019-12-26,0.0,429.13,259.87,325.71,513.6,834.31,200.54,296.51,157.64
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8
2019-12-31,826.63,0.0,0.0,301.32,23.87,40.51,9.71,14.23,349.11
2020-01-02,69.28,98.94,0.0,156.09,474.69,0.0,509.63,799.05,188.17
2020-01-03,294.8,195.8,227.96,146.76,0.0,0.0,0.0,0.0,17.27
2020-01-06,1450.41,3441.82,4195.6,2770.0,1107.77,1380.16,331.27,668.43,401.04
2020-01-08,0.0,261.54,0.0,363.65,78.63,0.0,235.2,364.2,80.39
2020-01-14,-84.23,-151.17,-59.16,-100.13,47.07,0.0,158.43,155.91,-16.63
2020-01-15,-152.36,-151.55,-192.88,-124.24,-139.33,0.0,0.0,-81.14,0.0
2020-01-17,0.0,14.85,0.0,-57.66,4.62,0.0,42.9,23.11,0.0
2020-01-20,0.0,-12.15,0.0,-8.51,0.0,0.0,-38.29,-8.38,0.0
2020-01-21,0.0,66.25,0.0,99.97,31.48,0.0,336.24,476.68,-5.36
2020-01-23,0.0,0.0,0.0,0.0,-7.08,0.0,-21.0,-33.18,0.0
2020-01-24,44.17,21.79,-18.73,125.78,422.14,108.96,247.45,402.4,118.33
2020-01-27,319.32,274.02,90.12,315.13,0.0,0.0,0.0,0.0,73.51
2020-01-31,-17.41,-34.82,-17.53,-78.22,-108.28,-205.17,-49.46,-79.04,-29.9
2020-02-03,-388.68,-207.48,-261.42,-254.26,-157.82,0.0,-107.32,-129.91,-39.97
2020-02-04,291.78,-5.75,0.0,35.45,121.79,0.0,756.59,449.43,0.0
2020-02-05,90.94,147.54,177.99,189.21,50.78,0.0,-161.38,31.06,62.46
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,-21.68,-35.53,0.0
2020-02-12,0.0,-69.15,0.0,-48.34,0.0,0.0,-8.19,-9.96,0.0
2020-02-13,-38.86,-80.2,-47.53,-54.47,16.3,0.0,-650.32,-352.48,0.0
2020-02-14,-31.04,0.0,0.0,32.79,36.32,0.0,211.31,212.95,0.0
2020-02-17,0.0,0.0,0.0,0.0,21.74,0.0,8.57,13.39,0.0
2020-02-18,267.96,368.82,253.46,304.64,607.55,665.73,296.42,230.63,894.64
2020-02-19,151.52,-72.18,0.0,-59.65,-4.07,-27.54,-29.36,-43.88,-139.33
2020-02-20,-2.97,-93.04,0.0,87.33,1342.54,2296.61,500.27,812.93,109.04
2020-02-21,1093.73,199.69,235.19,334.91,821.22,0.0,0.0,0.0,0.0
2020-02-24,0.0,2097.82,2604.25,1736.11,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,-60.11,0.0,120.51,-123.21,0.0,-20.4,-42.13,0.0
2020-03-05,0.0,29.63,0.0,40.74,-88.26,0.0,-162.31,-124.63,0.0
2020-03-06,-19.28,-215.67,-244.74,-139.02,-222.82,-405.54,-148.97,-165.91,-160.8
2020-03-10,0.0,-4.94,0.0,-3.89,0.0,0.0,0.0,0.0,0.0
2020-03-11,0.0,0.0,0.0,-65.96,49.35,0.0,-627.82,-346.52,0.0
2020-03-12,-559.12,-537.15,-412.12,-762.8,-261.85,-196.74,-218.23,-153.32,-223.57
2020-03-13,457.8,436.23,278.26,359.27,0.0,0.0,0.0,0.0,160.08
2020-03-16,-352.22,-83.33,-106.05,-68.18,0.0,0.0,0.0,0.0,-72.28
2020-03-23,0.0,83.05,0.0,186.99,485.6,0.0,804.18,505.5,-6.48
2020-03-26,0.0,-99.14,0.0,-156.28,-475.31,0.0,-465.64,-377.27,0.0
2020-03-31,0.0,-2.48,0.0,-1.44,154.28,0.0,155.97,337.1,0.0
2020-04-06,447.4,165.79,198.15,284.69,-42.04,-136.35,123.3,-26.86,284.79
2020-04-09,0.0,4.11,0.0,7.7,50.81,0.0,351.39,353.44,-0.42
2020-04-13,460.57,441.34,0.0,331.06,300.08,974.5,269.1,267.22,384.46
2020-04-14,445.5,460.3,569.76,370.46,0.0,0.0,0.0,0.0,105.35
2020-04-16,0.0,-117.91,0.0,-138.68,-61.7,0.0,-370.33,-197.27,0.0
2020-04-17,0.0,36.58,0.0,51.07,73.37,0.0,245.55,276.81,0.0
2020-04-21,0.0,-66.38,0.0,-105.41,1.73,0.0,-26.34,257.89,0.0
2020-04-22,0.0,14.53,0.0,12.24,60.61,0.0,89.29,125.01,0.0
2020-04-23,0.0,-16.43,0.0,-53.6,-13.37,0.0,-643.27,-362.58,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.15
2020-04-27,0.0,0.0,0.0,26.86,32.53,0.0,28.38,17.04,0.0
2020-04-30,0.0,-2.99,0.0,1.09,352.23,0.0,434.05,763.25,0.0
2020-05-01,0.0,234.98,0.0,218.29,0.0,0.0,0.0,0.0,41.81
2020-05-06,0.0,14.55,0.0,19.35,15.37,0.0,31.26,36.96,0.0
2020-05-07,0.0,-28.51,0.0,-108.65,314.81,0.0,725.72,450.2,0.0
2020-05-08,-25.05,-4.72,-5.66,2.53,-144.68,0.0,-72.59,-91.84,24.49
2020-05-13,0.0,0.0,0.0,9.85,45.58,0.0,15.71,9.25,0.0
2020-05-14,121.24,35.94,0.0,54.91,388.91,248.32,545.86,455.18,28.94
2020-05-15,502.79,435.25,415.59,333.36,-110.07,-173.27,-71.02,-112.92,137.13
2020-05-18,93.27,241.0,294.5,357.28,1207.11,787.85,426.12,530.5,453.1
2020-05-21,0.0,15.25,0.0,28.34,204.25,0.0,771.02,440.69,0.0
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.66
2020-05-26,-10.83,-46.3,-57.27,-37.88,13.82,0.0,-74.69,-58.55,0.0
2020-05-27,333.46,228.55,297.12,182.81,0.0,0.0,0.0,0.0,354.75
2020-05-29,0.0,14.71,0.0,19.69,21.8,0.0,9.71,11.01,0.0
2020-06-02,0.0,-74.09,0.0,-369.38,-802.83,0.0,-747.35,-1045.49,0.0
2020-06-03,-56.97,-12.26,-73.14,-9.51,7.82,17.51,83.12,129.16,-18.69
2020-06-04,-402.01,-329.77,-241.52,-343.6,-119.92,0.0,-48.2,-69.39,-33.87
2020-06-05,120.91,-15.06,0.0,-11.3,0.0,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,-8.59,0.0,0.0
2020-06-10,0.0,14.62,0.0,33.66,0.0,0.0,-0.78,1.07,0.0
2020-06-11,0.0,-26.51,0.0,-45.69,-57.91,-214.38,-485.12,-102.22,-242.68
2020-06-12,0.0,0.0,0.0,-39.19,0.0,0.0,0.0,0.0,0.0
2020-06-15,0.0,14.89,0.0,21.29,0.0,0.0,30.35,28.72,0.0
2020-06-18,0.0,14.7,0.0,21.25,0.0,0.0,70.03,90.19,0.0
2020-06-19,0.0,-45.77,-41.17,-60.98,-52.12,0.0,36.09,-92.44,0.0
2020-06-22,91.29,20.48,-5.01,69.81,-96.28,-196.29,-40.08,3.19,85.18
2020-06-23,-160.4,-20.3,-24.88,-5.54,59.56,43.61,7.6,30.08,-6.49
2020-06-24,0.0,3.75,-8.48,3.21,264.72,801.18,97.87,139.33,17.74
2020-06-26,0.0,37.3,0.0,48.4,52.91,0.0,150.06,196.16,0.0
2020-06-30,43.24,12.62,0.0,30.82,65.77,-33.15,683.83,267.26,32.85
2020-07-01,126.75,-257.82,-263.88,-190.95,68.86,86.27,59.07,74.95,20.51
2020-07-06,0.0,25.21,0.0,66.33,0.0,0.0,0.0,0.0,0.0
2020-07-07,66.63,37.54,0.0,82.64,168.96,-24.59,330.88,306.83,0.0
2020-07-08,587.75,436.62,269.31,353.14,1650.4,2939.54,585.95,1072.47,511.93
2020-07-09,0.0,594.52,726.64,549.77,0.0,0.0,0.0,102.16,44.97
2020-07-10,0.0,0.0,0.0,6.48,43.46,0.0,10.84,10.27,0.0
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,-294.58,-590.73,0.0
2020-07-14,-16.0,13.72,0.0,17.61,19.78,0.0,44.46,34.03,0.0
2020-07-15,0.0,-5.36,0.0,-59.69,7.42,0.0,-2.97,16.3,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,-818.29,-968.84,0.0
2020-07-20,-96.86,9.23,-15.38,64.89,87.89,-3.91,27.29,25.83,-7.32
2020-07-21,318.28,443.88,272.44,339.79,1195.27,1922.98,453.41,299.56,380.42
2020-07-22,901.0,899.47,1098.55,899.87,0.0,0.0,375.65,486.15,152.36
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.12
2020-07-24,0.0,0.0,0.0,53.96,160.55,0.0,162.46,187.64,0.0
2020-07-29,0.0,-85.65,0.0,-222.13,-527.59,0.0,-842.7,-505.63,0.0
2020-07-31,-459.88,-574.28,-548.25,-541.5,-305.21,-228.01,-534.48,-317.27,-357.65
2020-08-03,-95.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-04,0.0,237.41,0.0,197.93,21.87,0.0,134.68,257.89,0.0
2020-08-05,0.0,0.0,0.0,122.61,369.18,0.0,147.43,189.46,0.0
2020-08-06,0.0,0.0,0.0,9.3,329.28,0.0,67.85,98.91,0.0
2020-08-11,0.0,-31.38,0.0,-84.56,57.74,0.0,-591.95,320.38,72.7
2020-08-17,0.0,14.92,0.0,20.19,187.99,0.0,243.77,248.61,0.0
2020-08-18,0.0,0.0,0.0,183.01,364.68,0.0,123.17,237.17,179.01
2020-08-19,0.0,37.4,0.0,54.33,67.92,0.0,45.05,38.17,0.0
2020-08-21,0.0,48.11,0.0,88.1,203.8,0.0,417.07,456.01,0.0
2020-08-24,0.0,14.92,0.0,24.83,0.0,0.0,22.95,9.2,0.0
2020-08-26,-19.52,-154.09,-186.7,-108.62,22.36,0.0,308.02,256.67,21.44
2020-08-27,163.28,18.65,-21.37,77.25,196.29,0.0,605.01,435.06,8.33
2020-08-31,0.0,-50.08,0.0,-113.45,-581.64,0.0,-559.92,-624.33,0.0
2020-09-01,350.31,86.31,32.46,127.93,210.89,0.0,619.96,627.41,116.31
2020-09-08,0.0,-39.33,0.0,-14.19,191.49,0.0,205.03,147.65,-61.34
2020-09-09,0.0,-5.16,0.0,-3.04,21.12,0.0,24.86,37.09,0.0
2020-09-15,-432.11,-96.44,-141.43,-68.7,-101.99,0.0,22.09,-63.72,-54.67
2020-09-16,0.0,-11.03,0.0,-9.46,-334.13,0.0,-430.56,-612.0,0.0
2020-09-17,-248.16,-23.84,-74.59,-34.5,-227.75,0.0,-177.22,-127.22,-110.99
2020-09-18,0.0,-148.45,-181.45,-257.83,0.0,0.0,0.0,0.0,0.0
2020-09-21,627.69,628.35,217.65,747.14,794.56,431.98,540.36,582.56,220.13
2020-09-23,-59.17,-38.6,0.0,3.86,381.06,0.0,1125.65,561.15,6.07
2020-09-24,-5.98,-50.83,-62.17,-45.21,0.0,0.0,0.0,0.0,13.94
2020-09-28,0.0,-150.46,0.0,-307.63,-514.61,0.0,-1176.33,-732.69,-55.46
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,60.74,0.0,0.0
2020-10-05,0.0,9.28,0.0,23.92,22.62,0.0,11.81,14.24,0.0
2020-10-06,0.0,14.6,0.0,-1.61,104.53,0.0,285.49,479.53,0.0
2020-10-07,0.0,0.0,0.0,0.0,50.29,0.0,20.04,30.17,0.0
2020-10-09,-156.37,28.77,0.0,42.65,75.46,146.72,109.47,154.18,14.16
2020-10-12,0.0,-65.37,-87.23,-53.56,0.0,0.0,0.0,0.0,0.57
2020-10-14,0.0,-77.88,0.0,-58.41,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,-11.68,0.0,-8.76,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,15.76,65.99,0.0,31.32,36.4,0.0
2020-10-20,0.0,0.0,0.0,10.2,23.53,0.0,9.99,20.69,0.0
2020-10-21,0.0,14.6,0.0,21.31,23.01,0.0,40.75,46.85,-29.93
2020-10-22,0.0,-186.68,0.0,-171.57,-140.48,0.0,-131.77,-95.84,-139.32
2020-10-23,-58.11,-111.79,-55.59,-335.13,-852.29,0.0,-1598.57,-1600.0,-44.75
2020-10-26,-131.58,0.0,0.0,0.0,32.17,0.0,49.55,36.94,-34.48
2020-10-27,0.0,0.0,0.0,-147.33,0.0,0.0,0.0,0.0,0.0
2020-10-28,29.81,56.73,-173.85,105.08,379.81,0.0,1026.11,946.76,0.01
2020-10-29,0.0,100.82,123.23,105.78,328.4,0.0,170.32,224.72,-7.78
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,-6.77,-5.15,0.0
2020-11-04,0.0,14.41,0.0,27.76,47.55,0.0,128.08,133.53,-28.34
2020-11-05,335.05,437.47,0.0,379.49,247.48,374.38,112.4,152.9,164.1
2020-11-06,118.27,177.29,209.87,288.86,87.2,0.0,32.87,54.02,106.52
2020-11-09,-119.06,-266.71,-202.73,-180.4,72.57,-496.64,216.3,79.67,-24.3
2020-11-13,0.0,0.0,0.0,19.48,173.27,0.0,68.58,101.46,0.0
2020-11-18,0.0,-52.44,0.0,-131.06,-482.09,0.0,-824.85,-913.25,0.0
2020-11-19,0.0,-19.84,0.0,-10.4,0.0,0.0,-19.52,-7.79,-18.79
2020-11-23,467.62,265.59,0.0,268.76,1172.75,2256.67,1075.27,759.38,430.33
2020-11-24,975.2,483.07,296.56,750.23,0.0,0.0,0.0,0.0,233.76
2020-11-25,0.0,1595.14,1966.11,1298.39,0.0,0.0,0.0,0.0,0.0
2020-11-26,0.0,0.0,0.0,0.0,1181.86,0.0,445.05,654.89,0.0
2020-11-27,741.04,1051.08,964.85,965.36,434.33,122.67,562.78,478.18,488.98
2020-11-30,0.0,0.0,0.0,0.0,355.81,0.0,142.65,184.8,0.0
2020-12-01,0.0,0.0,0.0,0.0,-65.4,0.0,-82.49,-60.59,0.0
2020-12-02,0.0,67.2,0.0,152.88,179.94,0.0,668.75,501.76,3.31
2020-12-07,0.0,-54.2,0.0,12.43,184.1,0.0,422.29,99.44,0.0
2020-12-11,0.0,-54.27,0.0,-80.02,-687.81,0.0,-849.77,-858.92,0.0
2020-12-14,-343.56,-64.29,-95.68,-44.4,-476.43,0.0,-488.11,-63.57,-28.7
2020-12-15,0.0,-144.32,-194.4,-274.2,0.0,0.0,0.0,0.0,0.0
2020-12-17,466.09,379.9,164.01,336.41,122.75,150.45,232.32,113.96,28.21
2020-12-18,0.0,59.04,76.8,47.21,0.0,0.0,0.0,0.0,21.86
2020-12-21,-173.29,-138.52,-84.54,-106.04,17.41,0.0,49.7,19.98,14.85
2020-12-31,0.0,-309.32,0.0,-352.75,-244.55,0.0,-811.98,-303.73,0.0
2021-01-04,845.54,1669.03,1696.51,2103.5,859.46,2085.05,677.4,691.98,568.8
2021-01-05,957.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.18
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,144.82,224.79,0.0
2021-01-08,182.45,327.15,245.23,433.36,302.69,0.0,617.92,359.17,0.0
2021-01-11,-539.73,-539.92,-569.78,-444.83,-140.1,-221.85,-50.31,-84.3,-241.27
2021-01-14,0.0,14.09,0.0,10.54,0.0,0.0,0.0,0.0,0.0
2021-01-15,0.0,47.25,0.0,91.15,49.62,0.0,91.45,338.61,0.0
2021-01-18,-717.96,-465.09,-490.22,-368.18,-400.05,-1247.46,-98.32,-414.01,-2.65
2021-01-20,0.0,-305.88,0.0,-369.69,0.0,0.0,185.65,207.22,0.0
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92
2021-01-27,0.0,-33.5,0.0,-173.52,9.5,0.0,-435.94,-251.02,-56.01
2021-01-29,0.0,-364.68,-261.57,-453.3,-378.18,-274.04,-602.57,-121.23,-331.44
2021-02-02,-225.97,-152.5,-64.04,-78.78,-49.64,0.0,-60.29,-95.52,0.0
2021-02-03,0.0,0.0,0.0,-28.48,-192.62,0.0,-131.38,-198.73,-36.95
2021-02-04,445.43,324.86,331.92,736.09,1337.18,1850.62,1483.37,1060.74,664.45
2021-02-05,154.19,464.46,471.58,413.95,83.34,0.0,20.84,45.63,35.09
2021-02-10,0.0,34.41,0.0,47.1,180.39,0.0,394.1,257.49,0.0
2021-02-16,0.0,259.99,0.0,292.43,279.94,0.0,246.2,276.79,42.34
2021-02-17,92.74,-116.66,-50.27,-96.21,805.03,1357.02,421.04,669.52,117.36
2021-02-18,0.0,17.98,21.22,61.46,0.0,0.0,3.89,0.0,27.6
2021-02-19,-829.64,-496.26,-595.22,-386.24,-503.73,-828.72,-188.38,-466.08,-167.62
2021-02-25,0.0,0.0,0.0,4.8,10.57,0.0,6.68,11.72,0.0
2021-02-26,634.32,-242.07,-139.62,415.84,202.55,1040.04,165.35,667.1,-27.75
2021-03-02,0.0,37.48,0.0,41.41,42.04,0.0,30.81,39.42,0.0
2021-03-03,-249.48,-183.46,-259.94,-122.92,42.45,0.0,182.41,410.28,0.0
2021-03-04,0.0,14.98,0.0,16.42,9.13,0.0,15.09,44.04,0.0
2021-03-08,0.0,0.0,0.0,8.86,7.95,0.0,7.58,27.9,0.0
2021-03-09,0.0,14.62,0.0,13.12,17.55,0.0,280.05,105.84,0.0
2021-03-10,0.0,0.0,0.0,17.95,21.0,0.0,12.62,7.11,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,-167.65,0.0,0.0
2021-03-16,-90.18,-127.47,-77.97,-109.46,-135.0,0.0,-88.12,-86.59,0.0
2021-03-17,123.22,14.54,0.0,-45.53,-427.89,0.0,-112.88,-637.36,-122.63
2021-03-18,0.0,-7.04,-8.76,10.25,24.75,0.0,14.94,34.83,0.0
2021-03-23,0.0,-3.84,0.0,0.17,-41.57,0.0,-58.03,-8.59,0.0
2021-03-25,0.0,29.6,0.0,19.86,-288.36,0.0,-630.2,-283.9,0.0
2021-03-26,0.0,1.19,0.0,0.8,0.0,0.0,0.0,0.0,0.0
2021-03-29,166.84,54.4,0.0,183.11,104.97,0.0,611.88,276.62,0.0
2021-03-30,737.41,451.59,299.55,805.84,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,570.07,689.78,534.43,-137.61,-2592.33,-366.76,-154.88,-117.89
2021-04-06,0.0,14.89,0.0,9.96,0.0,0.0,-52.05,0.0,0.0
2021-04-07,0.0,-85.29,0.0,-128.89,-173.3,0.0,-374.0,-101.83,0.0
2021-04-08,75.03,5.1,0.0,20.05,-17.35,3.11,-118.29,-53.84,0.0
2021-04-09,-564.68,-210.91,-16.65,-159.09,-172.25,0.0,-81.59,-389.27,-115.95
2021-04-12,0.0,-23.45,0.0,-47.63,-24.42,0.0,28.38,-19.57,0.0
2021-04-15,265.17,16.54,0.0,77.72,931.93,1924.38,1150.52,904.38,124.99
2021-04-16,190.38,452.94,286.54,389.84,540.66,0.0,14.64,20.81,299.43
2021-04-19,0.0,832.5,1005.91,790.58,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,37.66,0.0,82.75,217.26,0.0,702.7,294.19,0.0
2021-04-22,0.0,-92.99,0.0,-85.16,0.0,0.0,0.0,0.0,-14.57
2021-04-23,0.0,0.0,0.0,33.82,180.84,0.0,158.74,108.62,0.0
2021-04-26,0.0,0.0,0.0,3.18,12.36,0.0,0.78,12.66,0.0
2021-04-27,0.0,0.0,0.0,0.0,-337.19,0.0,-120.53,-192.23,0.0
2021-04-28,0.0,-57.32,0.0,-62.76,-565.95,0.0,-958.69,-778.85,-68.26
2021-04-29,0.0,13.52,0.0,-144.48,255.0,0.0,179.58,270.89,0.0
2021-05-03,0.0,-8.96,0.0,8.39,58.63,-213.87,70.68,139.72,0.0
2021-05-04,-202.4,-305.26,-265.92,-288.02,-633.77,-959.57,-965.24,-1228.5,-463.45
2021-05-06,0.0,33.69,0.0,76.96,188.06,0.0,492.07,370.81,0.0
2021-05-07,291.49,242.7,34.86,305.94,350.57,0.0,145.51,201.72,102.58
2021-05-10,0.0,0.0,0.0,-20.64,-27.02,0.0,-83.08,-41.0,0.0
2021-05-12,0.0,-18.11,0.0,-6.26,-18.94,0.0,3.35,124.25,0.0
2021-05-13,0.0,0.0,0.0,0.0,190.9,0.0,136.68,27.85,0.0
2021-05-14,0.0,-49.72,0.0,-46.89,-65.53,-70.23,-101.66,-65.79,0.0
2021-05-17,214.06,0.0,0.0,0.0,213.09,95.76,455.32,339.53,310.67
2021-05-18,123.09,232.59,302.27,186.02,0.0,0.0,0.0,0.0,200.27
2021-05-19,488.96,-3.55,-4.62,40.77,-64.13,0.0,-170.16,-98.88,81.21
2021-05-21,0.0,-18.28,0.0,-134.23,-740.62,0.0,-707.34,-753.64,0.0
2021-05-25,92.79,35.29,0.0,114.44,422.22,90.78,209.5,445.61,53.0
2021-05-26,694.4,670.7,535.25,540.81,928.44,1780.86,352.17,310.99,112.79
2021-06-01,-368.82,-516.79,-558.3,-473.01,-366.59,-548.93,-155.67,-251.68,-79.3
